loai,thanh_phan,trang_thai,meaning_en,meaning_vi,bien_the,ghi_chu
Word,goalie,Đã có trong MorphLink,the defensive position on an ice hockey or soccer or lacrosse team who stands in front of the goal and tries to prevent opposing players from scoring,goal(mục tiêu) + -y(có tính chất; danh từ/tính từ),không có biến thể đáng kể,pos=noun; structure=[goal]-y
Word,goalkeeper,Đã có trong MorphLink,the defensive position on an ice hockey or soccer or lacrosse team who stands in front of the goal and tries to prevent opposing players from scoring,goal+keep(mục tiêu + giữ) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[goal+keep]-er
Word,goalmouth,Đã có trong MorphLink,the area immediately in front of the goal,goal+mouth(mục tiêu + miệng),không có biến thể đáng kể,pos=noun; structure=[goal+mouth]
Word,goalpost,Đã có trong MorphLink,one of a pair of posts (usually joined by a crossbar) that are set up as a goal at each end of a playing field,"goal+post(mục tiêu + bưu điện, đăng bài)",không có biến thể đáng kể,pos=noun; structure=[goal+post]
Word,godchild,Đã có trong MorphLink,an infant who is sponsored by an adult (the godparent) at baptism,"god+child(thần, chúa + trẻ em)",không có biến thể đáng kể,pos=noun; structure=[god+child]
Word,goddaughter,Đã có trong MorphLink,a female godchild,"god+daughter(thần, chúa + con gái)",không có biến thể đáng kể,pos=noun; structure=[god+daughter]
Word,goddess,Đã có trong MorphLink,a female deity,"god(thần, chúa) + -ess(giống cái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[god]-ess
Word,godfather,Đã có trong MorphLink,someone having a relation analogous to that of a male sponsor to his godchild,"god+father(thần, chúa + cha)",không có biến thể đáng kể,pos=noun; structure=[god+father]
Word,godfearing,Đã có trong MorphLink,god+fear(the being or spirit that is worshipped and is believed to have created the universe + the bad feeling that you have when you are in danger or when a particular thing frightens you),"god+fear(thần, chúa + sợ hãi)",không có biến thể đáng kể,pos=noun; structure=[god+fear]
Word,godforsaken,Đã có trong MorphLink,located in a dismal or remote area,"fore-(trước, phía trước) + god+sake(thần, chúa + lợi ích, mục đích) + -en(làm cho (động từ); làm bằng (tính từ))",không có biến thể đáng kể,pos=adjective; structure=fore-[god+sake]-en
Word,godhead,Đã có trong MorphLink,"god+head(the being or spirit that is worshipped and is believed to have created the universe + the part of the body on top of the neck containing the eyes, nose, mouth and brain)","god+head(thần, chúa + đầu, người đứng đầu)",không có biến thể đáng kể,pos=noun; structure=[god+head]
Word,godless,Đã có trong MorphLink,not revering god,"god(thần, chúa) + -less(không có (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[god]-less
Word,godlessly,Đã có trong MorphLink,god(the being or spirit that is worshipped and is believed to have created the universe) + -less(without (adjective)) + -ly(adverb of manner / adjective (like)),"god(thần, chúa) + -less(không có (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[god]-less-ly
Word,godlessness,Đã có trong MorphLink,impiety by virtue of not being a godly person,"god(thần, chúa) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[god]-less-ness
Word,godlier,Đã có trong MorphLink,god(the being or spirit that is worshipped and is believed to have created the universe) + -ly(adverb of manner / adjective (like)) + -er(person who does; comparative),"god(thần, chúa) + -ly(trạng từ chỉ cách thức / tính từ (giống như)) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[god]-ly-er
Word,godliest,Đã có trong MorphLink,god(the being or spirit that is worshipped and is believed to have created the universe) + -ly(adverb of manner / adjective (like)) + -est(superlative),"god(thần, chúa) + -ly(trạng từ chỉ cách thức / tính từ (giống như)) + -est(so sánh nhất)",không có biến thể đáng kể,pos=adjective; structure=[god]-ly-est
Word,godlike,Đã có trong MorphLink,being or having the nature of a god,"god+like(thần, chúa + thích, giống như)",không có biến thể đáng kể,pos=adjective; structure=[god+like]
Word,godliness,Đã có trong MorphLink,piety by virtue of being a godly person,"god(thần, chúa) + -ly(trạng từ chỉ cách thức / tính từ (giống như)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[god]-ly-ness
Word,godly,Đã có trong MorphLink,emanating from God,"god(thần, chúa) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adjective; structure=[god]-ly
Word,godmother,Đã có trong MorphLink,any woman who serves as a sponsor for a child at baptism,"god+mother(thần, chúa + mẹ)",không có biến thể đáng kể,pos=noun; structure=[god+mother]
Word,godowns,Đã có trong MorphLink,go+down(a person’s turn to move or play in a game or an activity + to or at a lower place or position),go+down(đi + xuống),không có biến thể đáng kể,pos=noun; structure=[go+down]
Word,godparent,Đã có trong MorphLink,a person who sponsors someone (the godchild) at baptism,"god+parent(thần, chúa + cha mẹ)",không có biến thể đáng kể,pos=noun; structure=[god+parent]
Word,godsend,Đã có trong MorphLink,a sudden happening that brings good fortune (as a sudden opportunity to make money),"god+send(thần, chúa + gửi đi)",không có biến thể đáng kể,pos=noun; structure=[god+send]
Word,godson,Đã có trong MorphLink,a male godchild,"god+sono(thần, chúa + âm thanh (gốc từ))",không có biến thể đáng kể,pos=noun; structure=[god+sono]
Word,godspeed,Đã có trong MorphLink,a successful journey,"god+speed(thần, chúa + tốc độ)",không có biến thể đáng kể,pos=noun; structure=[god+speed]
Word,godwin,Đã có trong MorphLink,"god-(god (VD: Godwin, but likely name fragment here)) + win(a victory in a game, contest, etc.)","god-(thần, chúa (thường là mảnh tên riêng Godwin)) + win(chiến thắng)",không có biến thể đáng kể,pos=noun; structure=god-[win]
Word,goer,Đã có trong MorphLink,someone who leaves,go(đi) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[go]-er
Word,golden,Đã có trong MorphLink,made of gold,gold(vàng) + -en(làm cho (động từ); làm bằng (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[gold]-en
Word,goldfish,Đã có trong MorphLink,small golden or orange-red freshwater fishes of Eurasia used as pond or aquarium fishes,gold+fish(vàng + cá),không có biến thể đáng kể,pos=noun; structure=[gold+fish]
Word,goldmine,Đã có trong MorphLink,a mine where gold ore is found,"gold+mine(vàng + của tôi, mỏ)",không có biến thể đáng kể,pos=noun; structure=[gold+mine]
Word,goldwater,Đã có trong MorphLink,"gold+water(bright yellow in colour, like gold + a liquid without colour, smell or taste that falls as rain, is in lakes, rivers and seas, and is used for drinking, washing, etc.)",gold+water(vàng + nước),không có biến thể đáng kể,pos=adjective; structure=[gold+water]
Word,golfer,Đã có trong MorphLink,someone who plays the game of golf,golf(golf) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[golf]-er
Word,goodbye,Đã có trong MorphLink,used when you are leaving somebody or when somebody else is leaving,good+bye(tốt + tạm biệt),không có biến thể đáng kể,pos=exclamation; structure=[good+bye]
Word,goodish,Đã có trong MorphLink,large in amount or extent or degree,"good(tốt) + -ish(hơi, có tính chất (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[good]-ish
Word,goodlier,Đã có trong MorphLink,good(of high quality or an acceptable standard) + -ly(adverb of manner / adjective (like)) + -er(person who does; comparative),good(tốt) + -ly(trạng từ chỉ cách thức / tính từ (giống như)) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[good]-ly-er
Word,goodliest,Đã có trong MorphLink,good(of high quality or an acceptable standard) + -ly(adverb of manner / adjective (like)) + -est(superlative),good(tốt) + -ly(trạng từ chỉ cách thức / tính từ (giống như)) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[good]-ly-est
Word,goodly,Đã có trong MorphLink,large in amount or extent or degree,good(tốt) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adjective; structure=[good]-ly
Word,goodman,Đã có trong MorphLink,good+man(of high quality or an acceptable standard + an adult male human),good+man(tốt + đàn ông),không có biến thể đáng kể,pos=adjective; structure=[good+man]
Word,goodness,Đã có trong MorphLink,the quality of being good,"good(tốt) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[good]-ness
Word,goodnight,Đã có trong MorphLink,"good+night(of high quality or an acceptable standard + the time between one day and the next when it is dark, when people usually sleep)",good+night(tốt + ban đêm),không có biến thể đáng kể,pos=adjective; structure=[good+night]
Word,goodwill,Đã có trong MorphLink,a disposition to kindness and compassion,"good+will(tốt + sẽ, ý chí)",không có biến thể đáng kể,pos=noun; structure=[good+will]
Word,goodwin,Đã có trong MorphLink,"good+win(of high quality or an acceptable standard + a victory in a game, contest, etc.)",good+win(tốt + chiến thắng),không có biến thể đáng kể,pos=adjective; structure=[good+win]
Word,goody,Đã có trong MorphLink,something considered choice to eat,good(tốt) + -y(có tính chất; danh từ/tính từ),không có biến thể đáng kể,pos=noun; structure=[good]-y
Word,gorgeously,Đã có trong MorphLink,in an impressively beautiful manner,gorgeous(lộng lẫy) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[gorgeous]-ly
Word,gorgeousness,Đã có trong MorphLink,gorgeous(very beautiful and attractive; giving great pleasure ) + -ness(state or quality of (noun)),"gorgeous(lộng lẫy) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[gorgeous]-ness
Word,governable,Đã có trong MorphLink,capable of being controlled,"govern(quản lý, cai trị) + -able(có thể được (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[govern]-able
Word,governance,Đã có trong MorphLink,the activity of governing a country or controlling a company or an organization; the way in which a country is governed or a company or institution is controlled,"govern(quản lý, cai trị) + -ance(trạng thái, tính chất, hành động (danh từ))",không có biến thể đáng kể,pos=noun; structure=[govern]-ance
Word,governess,Đã có trong MorphLink,a woman entrusted with the care and supervision of a child (especially in a private home),"govern(quản lý, cai trị) + -ess(giống cái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[govern]-ess
Word,government,Đã có trong MorphLink,the group of people who are responsible for controlling a country or a state,"govern(quản lý, cai trị) + -ment(kết quả/hành động/trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[govern]-ment
Word,governmental,Đã có trong MorphLink,relating to or dealing with the affairs or structure of government or politics or the state,"govern(quản lý, cai trị) + -ment(kết quả/hành động/trạng thái (danh từ)) + -al(thuộc về (tính từ); hành động (danh từ))",không có biến thể đáng kể,pos=adjective; structure=[govern]-ment-al
Word,governor,Đã có trong MorphLink,a person who is the official head of a country or region that is governed by another country,"govern(quản lý, cai trị) + -or(người/vật thực hiện (danh từ))",không có biến thể đáng kể,pos=noun; structure=[govern]-or
Word,governorship,Đã có trong MorphLink,the office of governor,"govern(quản lý, cai trị) + -or(người/vật thực hiện (danh từ)) + -ship(trạng thái, điều kiện, kỹ năng (danh từ))",không có biến thể đáng kể,pos=noun; structure=[govern]-or-ship
Word,grabber,Đã có trong MorphLink,an unpleasant person who grabs inconsiderately,grab(nắm lấy) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[grab]-er
Word,graceful,Đã có trong MorphLink,"characterized by beauty of movement, style, form, or execution","grace(sự duyên dáng) + -ful(đầy, có nhiều (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[grace]-ful
Word,gracefully,Đã có trong MorphLink,in a graceful manner,"grace(sự duyên dáng) + -ful(đầy, có nhiều (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[grace]-ful-ly
Word,graceless,Đã có trong MorphLink,lacking social polish,grace(sự duyên dáng) + -less(không có (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[grace]-less
Word,gracelessly,Đã có trong MorphLink,in a graceless manner,grace(sự duyên dáng) + -less(không có (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[grace]-less-ly
Word,gracelessness,Đã có trong MorphLink,"the inelegance of someone stiff and unrelaxed, as by embarrassment","grace(sự duyên dáng) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[grace]-less-ness
Word,gracious,Đã có trong MorphLink,disposed to bestow favors,grace(sự duyên dáng) + -ious(có tính chất (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[grace]-ious
Word,graciously,Đã có trong MorphLink,in a gracious or graceful manner,grace(sự duyên dáng) + -ious(có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[grace]-ious-ly
Word,graciousness,Đã có trong MorphLink,the quality of being kind and gentle,"grace(sự duyên dáng) + -ious(có tính chất (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[grace]-ious-ness
Word,gradation,Đã có trong MorphLink,the act of arranging in grades,"grade(cấp bậc, điểm số) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[grade]-ion
Word,gradations,Đã có trong MorphLink,"grade(a mark given in an exam or for a piece of school work) + -ate(to make/become (verb); having (adjective)) + -ion(action, process, state (noun))","grade(cấp bậc, điểm số) + -ate(làm cho/trở thành (động từ); có (tính từ)) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[grade]-ate-ion
Word,grader,Đã có trong MorphLink,a judge who assigns grades to something,"grade(cấp bậc, điểm số) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[grade]-er
Word,graduation,Đã có trong MorphLink,the successful completion of a program of study,"graduate(tốt nghiệp) + -ion(hành động, quá trình, trạng thái (danh từ))",không có biến thể đáng kể,pos=noun; structure=[graduate]-ion
Word,grandaunt,Đã có trong MorphLink,an aunt of your father or mother,"grand+aunt(lớn lao + cô, dì, bác gái)",không có biến thể đáng kể,pos=noun; structure=[grand+aunt]
Word,grandchild,Đã có trong MorphLink,a child of your son or daughter,grand+child(lớn lao + trẻ em),không có biến thể đáng kể,pos=noun; structure=[grand+child]
Word,granddaughter,Đã có trong MorphLink,a female grandchild,grand+daughter(lớn lao + con gái),không có biến thể đáng kể,pos=noun; structure=[grand+daughter]
Word,grander,Đã có trong MorphLink,grand(impressive and large or important) + -er(person who does; comparative),grand(lớn lao) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[grand]-er
Word,grandest,Đã có trong MorphLink,grand(impressive and large or important) + -est(superlative),grand(lớn lao) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[grand]-est
Word,grandfather,Đã có trong MorphLink,the father of your father or mother,grand+father(lớn lao + cha),không có biến thể đáng kể,pos=noun; structure=[grand+father]
Word,grandiose,Đã có trong MorphLink,impressive because of unnecessary largeness or grandeur,"grand(lớn lao) + -ose(đầy, có tính chất (tính từ, VD grandiose); đường (hóa học, VD cellulose))",không có biến thể đáng kể,pos=adjective; structure=[grand]-ose
Word,grandly,Đã có trong MorphLink,in a grand manner,grand(lớn lao) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[grand]-ly
Word,grandmother,Đã có trong MorphLink,the mother of your father or mother,grand+mother(lớn lao + mẹ),không có biến thể đáng kể,pos=noun; structure=[grand+mother]
Word,grandness,Đã có trong MorphLink,a prominent status,"grand(lớn lao) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[grand]-ness
Word,grandparent,Đã có trong MorphLink,the father or mother of your father or mother,grand+parent(lớn lao + cha mẹ),không có biến thể đáng kể,pos=noun; structure=[grand+parent]
Word,grandson,Đã có trong MorphLink,a male grandchild,grand+sono(lớn lao + âm thanh (gốc từ)),không có biến thể đáng kể,pos=noun; structure=[grand+sono]
Word,grandstand,Đã có trong MorphLink,a stand at a racecourse or stadium consisting of tiers with rows of individual seats that are under a protective roof,grand+stand(lớn lao + đứng),không có biến thể đáng kể,pos=noun; structure=[grand+stand]
Word,granduncle,Đã có trong MorphLink,an uncle of your father or mother,"grand+uncle(lớn lao + chú, bác)",không có biến thể đáng kể,pos=noun; structure=[grand+uncle]
Word,graspingly,Đã có trong MorphLink,grasp(a strong hold of somebody/something or control over somebody/something) + -ly(adverb of manner / adjective (like)),grasp(nắm bắt) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[grasp]-ly
Word,grassers,Đã có trong MorphLink,"grass(a common wild plant with narrow green leaves and stems that are eaten by cows, horses, sheep, etc.) + -er(person who does; comparative)",grass(cỏ) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[grass]-er
Word,grassfire,Đã có trong MorphLink,an uncontrolled fire in a grassy area,"grass+fire(cỏ + lửa, sa thải)",không có biến thể đáng kể,pos=noun; structure=[grass+fire]
Word,grassier,Đã có trong MorphLink,"grass(a common wild plant with narrow green leaves and stems that are eaten by cows, horses, sheep, etc.) + -y(having quality of; noun/adjective) + -er(person who does; comparative)",grass(cỏ) + -y(có tính chất; danh từ/tính từ) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[grass]-y-er
Word,grassiest,Đã có trong MorphLink,"grass(a common wild plant with narrow green leaves and stems that are eaten by cows, horses, sheep, etc.) + -y(having quality of; noun/adjective) + -est(superlative)",grass(cỏ) + -y(có tính chất; danh từ/tính từ) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[grass]-y-est
Word,grassland,Đã có trong MorphLink,land where grass or grasslike vegetation grows and is the dominant form of plant life,grass+land(cỏ + đất đai),không có biến thể đáng kể,pos=noun; structure=[grass+land]
Word,grassroots,Đã có trong MorphLink,of or involving the common people as constituting a fundamental political and economic group,"grass+root(cỏ + rễ cây, gốc rễ)",không có biến thể đáng kể,pos=adjective; structure=[grass+root]
Word,grassy,Đã có trong MorphLink,abounding in grass,grass(cỏ) + -y(có tính chất; danh từ/tính từ),không có biến thể đáng kể,pos=adjective; structure=[grass]-y
Word,gravely,Đã có trong MorphLink,to a severe or serious degree,"grave(ngôi mộ, nghiêm trọng) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[grave]-ly
Word,graven,Đã có trong MorphLink,cut or impressed into a surface,"grave(ngôi mộ, nghiêm trọng) + -en(làm cho (động từ); làm bằng (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[grave]-en
Word,graver,Đã có trong MorphLink,a tool used by an engraver,"grave(ngôi mộ, nghiêm trọng) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[grave]-er
Word,gravest,Đã có trong MorphLink,grave(very serious and important; giving you a reason to feel worried) + -est(superlative),"grave(ngôi mộ, nghiêm trọng) + -est(so sánh nhất)",không có biến thể đáng kể,pos=adjective; structure=[grave]-est
Word,gravestone,Đã có trong MorphLink,a stone that is used to mark a grave,"grave+stone(ngôi mộ, nghiêm trọng + đá)",không có biến thể đáng kể,pos=noun; structure=[grave+stone]
Word,graveyard,Đã có trong MorphLink,a tract of land used for burials,"grave+yard(ngôi mộ, nghiêm trọng + sân, yard (đơn vị))",không có biến thể đáng kể,pos=noun; structure=[grave+yard]
Word,greatcoat,Đã có trong MorphLink,a heavy coat worn over clothes in winter,great+coat(tuyệt vời + áo khoác),không có biến thể đáng kể,pos=noun; structure=[great+coat]
Word,greater,Đã có trong MorphLink,greater in size or importance or degree,great(tuyệt vời) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=adjective; structure=[great]-er
Word,greatest,Đã có trong MorphLink,highest in quality,great(tuyệt vời) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[great]-est
Word,greatly,Đã có trong MorphLink,very much,great(tuyệt vời) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[great]-ly
Word,greatness,Đã có trong MorphLink,unusual largeness in size or extent or number,"great(tuyệt vời) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[great]-ness
Word,greenback,Đã có trong MorphLink,a piece of paper money (especially one issued by a central bank),"green+back(màu xanh lá + lưng, phía sau)",không có biến thể đáng kể,pos=noun; structure=[green+back]
Word,greener,Đã có trong MorphLink,green(having the colour of grass or the leaves of most plants and trees) + -er(person who does; comparative),green(màu xanh lá) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[green]-er
Word,greenery,Đã có trong MorphLink,green foliage,"green(màu xanh lá) + -ory(thuộc về, nơi chốn (tính từ/danh từ))",không có biến thể đáng kể,pos=noun; structure=[green]-ory
Word,greenest,Đã có trong MorphLink,green(having the colour of grass or the leaves of most plants and trees) + -est(superlative),green(màu xanh lá) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[green]-est
Word,greenfly,Đã có trong MorphLink,greenish aphid,"green+fly(màu xanh lá + bay, ruồi)",không có biến thể đáng kể,pos=noun; structure=[green+fly]
Word,greenhorn,Đã có trong MorphLink,an awkward and inexperienced youth,"green+horn(màu xanh lá + sừng, còi xe)",không có biến thể đáng kể,pos=noun; structure=[green+horn]
Word,greenhouse,Đã có trong MorphLink,a glass building used for growing plants that need protection from cold weather,green+house(màu xanh lá + ngôi nhà),không có biến thể đáng kể,pos=noun; structure=[green+house]
Word,greenish,Đã có trong MorphLink,of the color between blue and yellow in the color spectrum,"green(màu xanh lá) + -ish(hơi, có tính chất (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[green]-ish
Word,greenishness,Đã có trong MorphLink,the property of being somewhat green,"green(màu xanh lá) + -ish(hơi, có tính chất (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[green]-ish-ness
Word,greenly,Đã có trong MorphLink,with green color,green(màu xanh lá) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[green]-ly
Word,greenness,Đã có trong MorphLink,green color or pigment,"green(màu xanh lá) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[green]-ness
Word,greyer,Đã có trong MorphLink,grey(having the colour of smoke or ashes) + -er(person who does; comparative),grey(màu xám) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[grey]-er
Word,greyest,Đã có trong MorphLink,grey(having the colour of smoke or ashes) + -est(superlative),grey(màu xám) + -est(so sánh nhất),không có biến thể đáng kể,pos=adjective; structure=[grey]-est
Word,greyish,Đã có trong MorphLink,of an achromatic color of any lightness intermediate between the extremes of white and black,"grey(màu xám) + -ish(hơi, có tính chất (tính từ))",không có biến thể đáng kể,pos=adjective; structure=[grey]-ish
Word,greyness,Đã có trong MorphLink,a neutral achromatic color midway between white and black,"grey(màu xám) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[grey]-ness
Word,gridiron,Đã có trong MorphLink,the playing field on which football is played,"grid+iron(lưới điện + sắt, bàn ủi)",không có biến thể đáng kể,pos=noun; structure=[grid+iron]
Word,grinder,Đã có trong MorphLink,a machine tool that polishes metal,"grind(nghiền, mài) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[grind]-er
Word,grindlay,Đã có trong MorphLink,"grind+lay(to break or press something into very small pieces between two hard surfaces or using a special machine + to put somebody/something in a particular position, especially when it is done gently or carefully)","grind+lay(nghiền, mài + đặt xuống, đẻ trứng)",không có biến thể đáng kể,pos=verb; structure=[grind+lay]
Word,grindstone,Đã có trong MorphLink,a revolving stone shaped like a disk,"grind+stone(nghiền, mài + đá)",không có biến thể đáng kể,pos=noun; structure=[grind+stone]
Word,grippingly,Đã có trong MorphLink,grip(an act of holding somebody/something tightly; a particular way of doing this) + -ly(adverb of manner / adjective (like)),grip(nắm chặt) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[grip]-ly
Word,grosser,Đã có trong MorphLink,gross(being the total amount of something before anything is taken away) + -er(person who does; comparative),"gross(tổng, thô thiển) + -er(người làm việc gì; so sánh hơn)",không có biến thể đáng kể,pos=noun; structure=[gross]-er
Word,grossest,Đã có trong MorphLink,gross(being the total amount of something before anything is taken away) + -est(superlative),"gross(tổng, thô thiển) + -est(so sánh nhất)",không có biến thể đáng kể,pos=adjective; structure=[gross]-est
Word,grossly,Đã có trong MorphLink,in a gross manner,"gross(tổng, thô thiển) + -ly(trạng từ chỉ cách thức / tính từ (giống như))",không có biến thể đáng kể,pos=adverb; structure=[gross]-ly
Word,grossness,Đã có trong MorphLink,the quality of lacking taste and refinement,"gross(tổng, thô thiển) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[gross]-ness
Word,grounder,Đã có trong MorphLink,(baseball) a hit that travels along the ground,ground(mặt đất) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[ground]-er
Word,groundless,Đã có trong MorphLink,without a basis in reason or fact,ground(mặt đất) + -less(không có (tính từ)),không có biến thể đáng kể,pos=adjective; structure=[ground]-less
Word,groundlessly,Đã có trong MorphLink,ground(the solid surface of the earth) + -less(without (adjective)) + -ly(adverb of manner / adjective (like)),ground(mặt đất) + -less(không có (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[ground]-less-ly
Word,groundlessness,Đã có trong MorphLink,the quality of lacking substance or value,"ground(mặt đất) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))",không có biến thể đáng kể,pos=noun; structure=[ground]-less-ness
Word,groundnut,Đã có trong MorphLink,pod of the peanut vine containing usually 2 nuts or seeds,"ground+nut(mặt đất + hạt, đai ốc)",không có biến thể đáng kể,pos=noun; structure=[ground+nut]
Word,groundsheet,Đã có trong MorphLink,a waterproofed piece of cloth spread on the ground (as under a tent) to protect from moisture,"ground+sheet(mặt đất + tấm, tờ)",không có biến thể đáng kể,pos=noun; structure=[ground+sheet]
Word,groundsman,Đã có trong MorphLink,someone who maintains the grounds (of an estate or park or athletic field),ground+man(mặt đất + đàn ông),không có biến thể đáng kể,pos=noun; structure=[ground+man]
Word,groundwork,Đã có trong MorphLink,preliminary preparation as a basis or foundation,ground+work(mặt đất + công việc),không có biến thể đáng kể,pos=noun; structure=[ground+work]
Word,groupie,Đã có trong MorphLink,an enthusiastic young fan (especially a young woman who follows rock groups around),group(nhóm) + -y(có tính chất; danh từ/tính từ),không có biến thể đáng kể,pos=noun; structure=[group]-y
Word,grower,Đã có trong MorphLink,someone concerned with the science or art or business of cultivating the soil,grow(phát triển) + -er(người làm việc gì; so sánh hơn),không có biến thể đáng kể,pos=noun; structure=[grow]-er
Word,grown,Đã có trong MorphLink,(of animals) fully developed,"grow(phát triển) + -n([NGỮ PHÁP] đuôi phân từ quá khứ (VD blown, drawn))",không có biến thể đáng kể,pos=adjective; structure=[grow]-n
Word,grownups,Đã có trong MorphLink,"grow+up(to increase in size, number, strength or quality + towards or in a higher position) + -n([INFLECTION] past-participle ending (VD: blown, drawn))","grow+up(phát triển + lên trên) + -n([NGỮ PHÁP] đuôi phân từ quá khứ (VD blown, drawn))",không có biến thể đáng kể,pos=unknown; structure=[grow+up]-n
Word,growth,Đã có trong MorphLink,"the process in people, animals or plants of growing physically, mentally or emotionally","grow(phát triển) + -th(số thứ tự / trạng thái (danh từ, VD eighth, warmth))",không có biến thể đáng kể,pos=noun; structure=[grow]-th
Word,guardedly,Đã có trong MorphLink,in a cautious and reserved manner,guard(bảo vệ) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),không có biến thể đáng kể,pos=adverb; structure=[guard]-ly
