loai,thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon,ly_do_loai
Root,kent,Mới - chưa có ảnh,1,"a county in England; also a male given name; a proper noun, not a common English word","hạt Kent ở Anh; cũng là tên riêng nam giới; là danh từ riêng, không phải từ tiếng Anh thông dụng",kent,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,kenya,Mới - chưa có ảnh,1,a country in East Africa,Kenya (quốc gia Đông Phi),kenya,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,kong,Mới - chưa có ảnh,1,"part of the place name 'Hong Kong', a city and special administrative region of China",một phần trong tên địa danh 'Hong Kong',kong,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,korea,Mới - chưa có ảnh,2,"a region and former country in East Asia, now divided into North and South Korea","Triều Tiên/Hàn Quốc, một khu vực/quốc gia ở Đông Á","korea, korean",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,kramer,Mới - chưa có ảnh,1,"a surname of German/Dutch origin, meaning 'shopkeeper'","họ có nguồn gốc Đức/Hà Lan, nghĩa là 'chủ cửa hàng'",kramer,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,kyoto,Mới - chưa có ảnh,1,"a city in Japan, formerly its capital, known for temples and traditional culture",Kyoto (thành phố Nhật Bản),kyoto,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lagos,Mới - chưa có ảnh,1,"the largest city in Nigeria, a former capital","Lagos, thành phố lớn nhất Nigeria, cựu thủ đô",lagos,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lana,Mới - chưa có ảnh,1,a female given name,tên riêng nữ giới (Lana),lana,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lang,Mới - chưa có ảnh,1,"a surname (for example, film director Fritz Lang)","một họ (tên riêng), ví dụ đạo diễn Fritz Lang",lang,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lanka,Mới - chưa có ảnh,1,"part of the name Sri Lanka, a country in South Asia","Lanka (một phần tên nước Sri Lanka, quốc gia Nam Á)",lanka,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lars,Mới - chưa có ảnh,1,"a male given name, common in Scandinavia; not a common English word","tên riêng nam giới, phổ biến ở Scandinavia; không phải từ tiếng Anh thông dụng",lars,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,latin,Mới - chưa có ảnh,1,the classical language of ancient Rome,tiếng Latinh,latin,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,leiden,Mới - chưa có ảnh,1,"a city in the Netherlands; a proper noun, not a common English word","một thành phố ở Hà Lan; là danh từ riêng, không phải từ tiếng Anh thông dụng",leiden,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lena,Mới - chưa có ảnh,1,a female given name; also a major river in Russia,tên riêng nữ giới; cũng là tên sông Lena ở Nga,lena,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,leonardo,Mới - chưa có ảnh,1,"a male given name, notably associated with Leonardo da Vinci","một tên riêng nam giới, nổi tiếng gắn với Leonardo da Vinci",leonardo,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,librium,Mới - chưa có ảnh,1,,,equilibrium,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lima,Mới - chưa có ảnh,1,the capital city of Peru; also a small flat bean,"Lima, thủ đô Peru; hoặc đậu lima",lima,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lionel,Mới - chưa có ảnh,1,a male given name; not a common English word,tên riêng nam giới; không phải từ tiếng Anh thông dụng,lionel,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lisbon,Mới - chưa có ảnh,1,the capital and largest city of Portugal,"Lisbon, thủ đô Bồ Đào Nha",lisbon,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lois,Mới - chưa có ảnh,1,a female given name; not a common English word,tên riêng nữ giới; không phải từ tiếng Anh thông dụng,lois,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,louvre,Mới - chưa có ảnh,1,"a famous art museum in Paris, France","bảo tàng nghệ thuật nổi tiếng ở Paris, Pháp",louvre,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,lucas,Mới - chưa có ảnh,1,an English male given name; also a surname,tên riêng nam giới (tiếng Anh); cũng là họ,lucas,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,madison,Mới - chưa có ảnh,1,"a given name and place name (e.g., a U.S. city)",tên riêng/tên địa danh (ví dụ thành phố ở Mỹ),madison,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mafia,Mới - chưa có ảnh,1,"an organized international criminal network, or a group with excessive or hidden influence","mafia, tổ chức tội phạm có tổ chức",mafia,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mai,Mới - chưa có ảnh,1,"a given name, common in Vietnamese and some other cultures","một tên riêng, phổ biến trong tiếng Việt và một số nền văn hóa khác",mai,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,maine,Mới - chưa có ảnh,1,"a state in the northeastern United States; a proper noun, not a common English word","một bang ở đông bắc nước Mỹ; là danh từ riêng, không phải từ tiếng Anh thông dụng",maine,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,malay,Mới - chưa có ảnh,1,"relating to the Malay people, language, or culture of Southeast Asia","thuộc về người Mã Lai, tiếng Mã Lai hoặc văn hóa Mã Lai",malay,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,manhattan,Mới - chưa có ảnh,1,a borough of New York City; also a cocktail made with whiskey and vermouth; primarily a proper noun,một quận của thành phố New York; cũng là tên một loại cocktail (whisky và vermouth); chủ yếu là danh từ riêng,manhattan,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mao,Mới - chưa có ảnh,1,"a monetary unit of China, equal to one tenth of a yuan (also called jiao)","đơn vị tiền tệ Trung Quốc, bằng một phần mười đồng nhân dân tệ (còn gọi là giác)",mao,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mara,Mới - chưa có ảnh,1,a female given name; not a common English word,tên riêng nữ giới; không phải từ tiếng Anh thông dụng,mara,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,marc,Mới - chưa có ảnh,1,"a male given name; also the residue of grapes after pressing, or a brandy made from it; primarily a proper noun in common use","tên riêng nam giới; (nghĩa khác, hiếm) bã nho sau khi ép, hoặc rượu mạnh làm từ bã nho",marc,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,marco,Mới - chưa có ảnh,1,a male given name; not a common English word,tên riêng nam giới; không phải từ tiếng Anh thông dụng,marco,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,marcus,Mới - chưa có ảnh,1,a male given name; not a common English word,tên riêng nam giới; không phải từ tiếng Anh thông dụng,marcus,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,marie,Mới - chưa có ảnh,1,"a common feminine given name, the French form of Mary","tên riêng nữ giới, dạng tiếng Pháp của tên Mary",marie,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,marrakesh,Mới - chưa có ảnh,1,"a city in western Morocco, formerly an imperial capital","thành phố Marrakesh, miền tây Ma-rốc",marrakesh,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,marshall,Mới - chưa có ảnh,1,an English surname (also spelled 'marshal' as a military/law-enforcement rank); primarily a proper noun,họ trong tiếng Anh (cũng là biến thể chính tả của 'marshal' - cấp bậc quân sự/chấp pháp); chủ yếu là danh từ riêng,marshall,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,marvin,Mới - chưa có ảnh,1,a male given name,Marvin (tên riêng),marvin,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mary,Mới - chưa có ảnh,1,"a common feminine given name; in Christian tradition, the mother of Jesus","tên riêng nữ giới; trong Kitô giáo, tên của Đức Mẹ Maria",mary,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mcdonnell,Mới - chưa có ảnh,1,an Irish/Scottish surname; not a common English word,họ gốc Ireland/Scotland; không phải từ tiếng Anh thông dụng,mcdonnell,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,medina,Mới - chưa có ảnh,1,"the old, walled part of a North African city",khu phố cổ (thành cổ) có tường bao ở một thành phố Bắc Phi,medina,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,melbourne,Mới - chưa có ảnh,1,"a city in Australia; a proper noun, not a common English word","một thành phố ở Úc; là danh từ riêng, không phải từ tiếng Anh thông dụng",melbourne,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mellon,Mới - chưa có ảnh,1,a surname,Mellon (họ người),mellon,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mendelssohn,Mới - chưa có ảnh,1,"the surname of Felix Mendelssohn, a 19th-century German composer","họ Mendelssohn (Felix Mendelssohn, nhà soạn nhạc Đức thế kỷ 19)",mendelssohn,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,miami,Mới - chưa có ảnh,1,"a city in southeastern Florida, United States","thành phố Miami, bang Florida, Hoa Kỳ",miami,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,michigan,Mới - chưa có ảnh,1,a state in the midwestern United States,Michigan (bang của Mỹ),michigan,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,milwaukee,Mới - chưa có ảnh,1,"a city in Wisconsin, USA; a proper noun, not a common English word","một thành phố ở bang Wisconsin, Mỹ; là danh từ riêng, không phải từ tiếng Anh thông dụng",milwaukee,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,minnesota,Mới - chưa có ảnh,1,a state in the midwestern United States,Minnesota (bang của Mỹ),minnesota,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mir,Mới - chưa có ảnh,1,,,admiration,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,missouri,Mới - chưa có ảnh,1,"a state in the central United States; a proper noun, not a common English word","một bang ở miền trung nước Mỹ; là danh từ riêng, không phải từ tiếng Anh thông dụng",missouri,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mit,Mới - chưa có ảnh,5,"an abbreviation for the Massachusetts Institute of Technology, a prestigious research university in the United States",viết tắt của Học viện Công nghệ Massachusetts (Mỹ),"admission, emission, emit, mit, remit",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mitterrand,Mới - chưa có ảnh,1,"a French surname, notably François Mitterrand, former President of France; not a common English word","họ tiếng Pháp, nổi tiếng qua François Mitterrand - cựu Tổng thống Pháp; không phải từ tiếng Anh thông dụng",mitterrand,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,monet,Mới - chưa có ảnh,1,,,monetary,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mort,Mới - chưa có ảnh,1,,,mortality,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mtv,Mới - chưa có ảnh,1,"abbreviation for Music Television, a cable channel known for broadcasting music videos",MTV (kênh truyền hình âm nhạc),mtv,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,muir,Mới - chưa có ảnh,1,a Scots dialect word meaning moor or open uncultivated land (also a common surname),"đất hoang, đất trống (phương ngữ Scotland); cũng là họ người",muir,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,mumbai,Mới - chưa có ảnh,1,a major city on the west coast of India (formerly Bombay),Mumbai (thành phố ở Ấn Độ),mumbai,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,munich,Mới - chưa có ảnh,1,"a city in southern Germany, capital of Bavaria",Munich (thành phố Đức),munich,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,muslim,Mới - chưa có ảnh,1,a follower of the religion of Islam,người theo đạo Hồi,muslim,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,nam,Mới - chưa có ảnh,1,"a given name, or an informal short form referring to Vietnam","một tên riêng, hoặc cách gọi tắt thân mật của Việt Nam",nam,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,nan,Mới - chưa có ảnh,1,"a type of soft, leavened flatbread, especially associated with South Asian cuisine",bánh nan (bánh mì dẹt Nam Á),nan,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,napa,Mới - chưa có ảnh,1,a type of Chinese cabbage; also a valley region in California known for wine,cải thảo (napa); thung lũng Napa (California),napa,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,nathaniel,Mới - chưa có ảnh,1,a male given name,Nathaniel (tên riêng),nathaniel,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,nazi,Mới - chưa có ảnh,1,a member of the National Socialist German Workers' Party led by Hitler,"Đức Quốc xã, phát xít Đức",nazi,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ned,Mới - chưa có ảnh,1,"(British slang) a rowdy, delinquent young person","(tiếng lóng Anh) thanh niên càn quấy, hư hỏng",ned,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,neo,Mới - chưa có ảnh,1,"New or revived, used especially as a combining form (e.g. neo-classical).","Mới, tân (thường dùng làm tiền tố ghép, ví dụ neo-classical).",neo,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,nepal,Mới - chưa có ảnh,1,,,nepalese,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,netflix,Mới - chưa có ảnh,1,an American streaming media and video-on-demand company,Netflix (thương hiệu),netflix,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,newfoundland,Mới - chưa có ảnh,1,"a Canadian province, or a large breed of dog originating there","Newfoundland (tỉnh của Canada, hoặc giống chó cùng tên)",newfoundland,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,nike,Mới - chưa có ảnh,1,"an American sportswear brand, or the Greek goddess of victory",Nike (thương hiệu/nữ thần chiến thắng),nike,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,norfolk,Mới - chưa có ảnh,1,a county in eastern England,Norfolk (hạt ở Anh),norfolk,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,norway,Mới - chưa có ảnh,1,a country in northern Europe,Na Uy (một quốc gia ở Bắc Âu),norway,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,nov,Mới - chưa có ảnh,4,,,"innovate, innovative, innovator, renovate",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,november,Mới - chưa có ảnh,1,the eleventh month of the year,tháng Mười Một,november,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,oliver,Mới - chưa có ảnh,1,a male given name,tên riêng (nam giới),oliver,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,olympia,Mới - chưa có ảnh,1,"an ancient Greek site, and a place name (e.g., a U.S. city)",Olympia (địa danh Hy Lạp cổ đại/tên thành phố),olympia,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,olympics,Mới - chưa có ảnh,1,"an international sporting event held every four years, featuring competitors from many countries.",Thế vận hội Olympic.,olympics,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,oman,Mới - chưa có ảnh,1,a country on the Arabian Peninsula,Oman (quốc gia),oman,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,palestine,Mới - chưa có ảnh,1,a region and territory in the Middle East,Palestine (vùng lãnh thổ ở Trung Đông),palestine,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,panama,Mới - chưa có ảnh,1,a lightweight hat made of plaited straw-like leaves; also a country in Central America,"mũ panama; (viết hoa) Panama, quốc gia ở Trung Mỹ",panama,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,parkinson,Mới - chưa có ảnh,1,"a chronic, progressive nervous disorder marked by tremor and muscular rigidity (Parkinson's disease)",bệnh Parkinson,parkinson,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,pasteur,Mới - chưa có ảnh,1,"referring to Louis Pasteur, the French chemist and microbiologist, or things named after him",Pasteur (tên nhà khoa học Pháp),pasteur,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,pdf,Mới - chưa có ảnh,1,"abbreviation for Portable Document Format, a file format for documents",tệp/định dạng PDF,pdf,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,persepolis,Mới - chưa có ảnh,1,an ancient city that was the ceremonial capital of the Achaemenid Persian Empire,"Persepolis, kinh đô lễ nghi của Đế chế Ba Tư cổ đại",persepolis,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,phil,Mới - chưa có ảnh,1,an informal short form of the male given name Philip,tên riêng (dạng ngắn của Philip),phil,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,philippe,Mới - chưa có ảnh,1,"a male given name, the French form of Philip",tên riêng nam giới (dạng tiếng Pháp của Philip),philippe,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,piaget,Mới - chưa có ảnh,1,"a surname; notably that of Jean Piaget, a Swiss psychologist known for his theory of cognitive development.","họ (tên riêng); tiêu biểu là Jean Piaget, nhà tâm lý học Thụy Sĩ.",piaget,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,pict,Mới - chưa có ảnh,1,,,depict,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,plato,Mới - chưa có ảnh,1,"an ancient Greek philosopher, student of Socrates",Plato (triết gia Hy Lạp cổ đại),plato,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,pliny,Mới - chưa có ảnh,1,"referring to Pliny the Elder or Pliny the Younger, ancient Roman writers",Pliny (tên nhà văn La Mã cổ đại),pliny,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,poland,Mới - chưa có ảnh,1,a country in Central Europe,Ba Lan (quốc gia ở Trung Âu),poland,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,portugal,Mới - chưa có ảnh,1,a country in southwestern Europe,Bồ Đào Nha,portugal,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,procter,Mới - chưa có ảnh,1,"a surname (as in the company Procter & Gamble); a variant of 'proctor', an official who supervises",tên riêng (Procter); biến thể của 'proctor' (giám thị),procter,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,puerto,Mới - chưa có ảnh,1,"Spanish word for 'port', occurring as part of place names such as Puerto Rico","cảng (tiếng Tây Ban Nha), xuất hiện trong tên địa danh như Puerto Rico",puerto,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,queensland,Mới - chưa có ảnh,1,a state in northeastern Australia,bang Queensland (Úc),queensland,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,quinn,Mới - chưa có ảnh,1,"a personal name of Irish origin, used as a first or last name","một tên riêng có nguồn gốc Ireland, dùng làm tên hoặc họ",quinn,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ralph,Mới - chưa có ảnh,1,a male personal name of English/Germanic origin,một tên riêng nam giới có nguồn gốc Anh/Đức,ralph,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,renee,Mới - chưa có ảnh,1,"a female personal name of French origin meaning ""reborn""","tên riêng nữ giới gốc Pháp, nghĩa là ""tái sinh""",renee,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,rico,Mới - chưa có ảnh,1,"a personal name, or short form referencing Puerto Rico","tên riêng, hoặc cách gọi tắt liên quan đến Puerto Rico",rico,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,rodney,Mới - chưa có ảnh,1,a male given name,Rodney (tên riêng nam giới),rodney,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ron,Mới - chưa có ảnh,1,a short form of the male personal name Ronald,"tên gọi tắt của tên nam giới ""Ronald""",ron,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,roy,Mới - chưa có ảnh,1,,,royal,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,rutgers,Mới - chưa có ảnh,1,"the name of a public research university in New Jersey, USA","tên một trường đại học nghiên cứu công lập ở New Jersey, Hoa Kỳ",rutgers,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,ruth,Mới - chưa có ảnh,1,,,ruthless,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sam,Mới - chưa có ảnh,1,a short form of the male personal name Samuel,"tên gọi tắt của tên nam giới ""Samuel""",sam,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sanskrit,Mới - chưa có ảnh,1,"the ancient language of India, sacred in Hinduism and Buddhism","ngôn ngữ cổ của Ấn Độ, được coi là thiêng liêng trong Ấn Độ giáo và Phật giáo",sanskrit,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,santiago,Mới - chưa có ảnh,1,the capital city of Chile,thủ đô của Chile,santiago,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,saturday,Mới - chưa có ảnh,1,the day of the week after Friday and before Sunday,thứ Bảy,saturday,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,saunders,Mới - chưa có ảnh,1,A surname of English origin.,Họ người (tên riêng) gốc Anh.,saunders,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,schwartz,Mới - chưa có ảnh,1,"a common German/Jewish surname meaning ""black""","một họ phổ biến gốc Đức/Do Thái, nghĩa là ""đen""",schwartz,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,scot,Mới - chưa có ảnh,1,,,scotland,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sejong,Mới - chưa có ảnh,1,a 15th-century Korean king credited with creating the Hangul alphabet,vị vua Triều Tiên thế kỷ 15 được ghi nhận đã sáng tạo ra bảng chữ cái Hangul,sejong,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sen,Mới - chưa có ảnh,1,"a monetary subunit used in Indonesia, Cambodia, and Malaysia, equal to one hundredth of the main unit","sen (đơn vị tiền tệ nhỏ, bằng 1/100 đơn vị chính ở Indonesia/Campuchia/Malaysia)",sen,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,seoul,Mới - chưa có ảnh,1,the capital city of South Korea,thủ đô của Hàn Quốc,seoul,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sep,Mới - chưa có ảnh,1,abbreviation for the month of September,viết tắt của tháng Chín (September),sep,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sept,Mới - chưa có ảnh,1,"a division of a family, especially a clan, in Ireland or Scotland","một nhánh của một gia tộc, đặc biệt ở Ireland hoặc Scotland",sept,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,september,Mới - chưa có ảnh,1,the ninth month of the year in the Gregorian calendar,tháng thứ chín trong năm theo lịch Gregory,september,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sicily,Mới - chưa có ảnh,1,"the largest island in the Mediterranean Sea, part of Italy","hòn đảo lớn nhất ở Địa Trung Hải, thuộc Ý",sicily,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sid,Mới - chưa có ảnh,4,,,"president, residence, residential, subsidy",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,singapore,Mới - chưa có ảnh,1,an island city-state in Southeast Asia,một quốc đảo thành phố ở Đông Nam Á,singapore,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,southampton,Mới - chưa có ảnh,1,a port city on the south coast of England,Southampton (thành phố cảng ở miền nam nước Anh),southampton,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,stanford,Mới - chưa có ảnh,1,"a surname, also the name of a well-known private university in California, USA",Stanford (tên riêng/Đại học Stanford),stanford,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,stanley,Mới - chưa có ảnh,1,a male given name; also a well-known brand name for hand tools,tên riêng nam giới; cũng là tên một thương hiệu dụng cụ cầm tay,stanley,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,steven,Mới - chưa có ảnh,1,a male given name (variant of Stephen),tên riêng nam giới (biến thể của Stephen),steven,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sullivan,Mới - chưa có ảnh,1,a surname of Irish origin,họ (tên riêng) gốc Ireland (Sullivan),sullivan,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,sumatra,Mới - chưa có ảnh,1,a large island in western Indonesia,"đảo Sumatra, một đảo lớn ở miền tây Indonesia",sumatra,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,tacitus,Mới - chưa có ảnh,1,a Roman senator and historian of the Roman Empire (c. 56-120 AD),"Tacitus, sử gia và nghị sĩ La Mã cổ đại",tacitus,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,tanzania,Mới - chưa có ảnh,1,a country in East Africa,Tanzania (quốc gia ở Đông Phi),tanzania,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,tasmania,Mới - chưa có ảnh,1,"an island state of Australia, south of the mainland","Tasmania, một bang đảo của Úc",tasmania,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,tate,Mới - chưa có ảnh,1,a surname; also refers to the Tate galleries of art in Britain,họ (tên riêng); cũng là tên các bảo tàng nghệ thuật Tate ở Anh,tate,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,tennessee,Mới - chưa có ảnh,1,a state in the southeastern United States,bang Tennessee (Hoa Kỳ),tennessee,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,terr,Mới - chưa có ảnh,2,,,"terrain, terrify",missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,terra,Mới - chưa có ảnh,1,"earth or land, especially as used in phrases such as 'terra firma'","đất, mặt đất (thường dùng trong cụm 'terra firma')",terra,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,tesla,Mới - chưa có ảnh,1,the SI unit of magnetic flux density,đơn vị đo từ thông (tesla),tesla,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,tet,Mới - chưa có ảnh,1,the Vietnamese Lunar New Year festival,"Tết, lễ hội năm mới âm lịch của Việt Nam",tet,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,texas,Mới - chưa có ảnh,1,a state in the southern United States,"Texas, một bang ở miền nam Hoa Kỳ",texas,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,thai,Mới - chưa có ảnh,1,,,thailand,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,thames,Mới - chưa có ảnh,1,"a river that flows through southern England, including London","sông Thames, con sông chảy qua miền nam nước Anh",thames,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
Root,thanh,Mới - chưa có ảnh,1,A Vietnamese given name.,Tên riêng của người Việt (tên Thanh).,thanh,missing_words_analyzed,chỉ viết hoa trong từ điển (tên riêng)
