thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon
rehearse,Mới - chưa có ảnh,2,"to practice a play, piece of music, or other performance before presenting it publicly","diễn tập, tập dượt","rehearsal, rehearse",missing_words_analyzed
rein,Mới - chưa có ảnh,1,"a long, narrow strap attached to a bridle, used to guide or control a horse","dây cương dài, hẹp gắn vào hàm thiếc để điều khiển ngựa",rein,missing_words_analyzed
relation,Mới - chưa có ảnh,1,the way in which two or more people or things are connected,mối quan hệ,relationship,missing_words_analyzed
relative,Mới - chưa có ảnh,1,considered in relation to something else; a person connected by blood or marriage,tương đối; người thân,relatively,missing_words_analyzed
relent,Mới - chưa có ảnh,1,to abandon a harsh intention; to become less severe,"nhượng bộ, dịu đi",relentlessly,missing_words_analyzed
relevant,Mới - chưa có ảnh,2,closely connected or appropriate to the matter at hand,"liên quan, thích đáng","irrelevant, relevance",missing_words_analyzed
reliable,Mới - chưa có ảnh,1,consistently good in quality or performance; able to be trusted,đáng tin cậy,reliability,missing_words_analyzed
religion,Mới - chưa có ảnh,1,"the belief in and worship of a superhuman controlling power, especially a personal God","niềm tin và sự tôn thờ một quyền năng siêu nhiên, đặc biệt là một vị thần",religion,missing_words_analyzed
religious,Mới - chưa có ảnh,2,relating to or believing in a religion; devout,"(thuộc về) tôn giáo, sùng đạo","religious, religiously",missing_words_analyzed
reminisce,Mới - chưa có ảnh,1,to indulge in enjoyable recollection of past events,"hồi tưởng, nhớ lại kỷ niệm một cách thích thú",reminisce,missing_words_analyzed
remnant,Mới - chưa có ảnh,1,a small remaining quantity of something,"phần còn lại, mẩu thừa",remnant,missing_words_analyzed
remunerate,Mới - chưa có ảnh,1,to pay someone for services rendered or work done,"trả thù lao, trả công",remuneration,missing_words_analyzed
render,Mới - chưa có ảnh,2,"to provide or give something, or to cause something to become a certain state","làm cho trở nên, cung cấp/thể hiện","render, surrender",missing_words_analyzed
renovate,Mới - chưa có ảnh,1,"to restore something old, especially a building, to a good state of repair","cải tạo, tân trang",renovation,missing_words_analyzed
repair,Mới - chưa có ảnh,1,to restore something damaged to good condition,sửa chữa,disrepair,missing_words_analyzed
repertoire,Mới - chưa có ảnh,1,the range of works or skills that a person or group is prepared to perform,"vốn tiết mục, danh mục tác phẩm/kỹ năng có thể trình diễn",repertoire,missing_words_analyzed
repetitive,Mới - chưa có ảnh,1,"done or happening many times in the same way, often in a boring manner","lặp đi lặp lại, nhàm chán",repetitive,missing_words_analyzed
replace,Mới - chưa có ảnh,1,to put something new in the place of something else,thay thế,irreplaceable,missing_words_analyzed
replenish,Mới - chưa có ảnh,1,to fill something up again; to restore a stock or supply,"bổ sung, làm đầy lại",replenishment,missing_words_analyzed
reptile,Mới - chưa có ảnh,1,"a cold-blooded, air-breathing vertebrate animal such as a snake or lizard",loài bò sát,reptile,missing_words_analyzed
repute,Mới - chưa có ảnh,1,the opinion generally held about someone or something; reputation,danh tiếng,reputation,missing_words_analyzed
require,Mới - chưa có ảnh,2,to need something for a particular purpose,"đòi hỏi, yêu cầu, cần","require, requirement",missing_words_analyzed
requisite,Mới - chưa có ảnh,1,necessary or required for a particular purpose,"cần thiết, bắt buộc",prerequisite,missing_words_analyzed
resemble,Mới - chưa có ảnh,2,to look or be similar to someone or something else,"giống với, trông giống","resemblance, resemble",missing_words_analyzed
resent,Mới - chưa có ảnh,1,to feel bitter or angry about something regarded as unfair,"bực tức, oán giận",resentful,missing_words_analyzed
resilient,Mới - chưa có ảnh,2,able to recover quickly from difficulties or withstand adverse conditions,"có khả năng phục hồi nhanh, kiên cường","resilience, resilient",missing_words_analyzed
resist,Mới - chưa có ảnh,2,to withstand the action or effect of something; to refuse to accept,"chống lại, kháng cự","irresistible, resistance",missing_words_analyzed
resolution,Mới - chưa có ảnh,1,a firm decision to do or not do something; a formal expression of opinion agreed on by a group,"quyết tâm, nghị quyết",resolution,missing_words_analyzed
resolve,Mới - chưa có ảnh,1,to find a solution to a problem or dispute; to decide firmly,giải quyết; quyết tâm,unresolved,missing_words_analyzed
resonance,Mới - chưa có ảnh,1,"the quality of being deep, full, and reverberating in sound; a shared response or vibration","sự cộng hưởng, âm vang",resonance,missing_words_analyzed
restaurant,Mới - chưa có ảnh,1,a place where people pay to sit and eat meals that are cooked and served on the premises,nhà hàng,restaurant,missing_words_analyzed
restrain,Mới - chưa có ảnh,1,to prevent someone or something from doing something; to hold back,"kiềm chế, ngăn cản",restraint,missing_words_analyzed
resume,Mới - chưa có ảnh,1,"a brief written account of a person's education, qualifications, and previous work experience (a CV)","sơ yếu lý lịch, bản tóm tắt kinh nghiệm (CV)",resume,missing_words_analyzed
retina,Mới - chưa có ảnh,1,the light-sensitive layer of tissue at the back of the eye,võng mạc,retina,missing_words_analyzed
revere,Mới - chưa có ảnh,1,to feel deep respect or admiration for someone or something,"tôn kính, sùng kính",revere,missing_words_analyzed
reverse,Mới - chưa có ảnh,1,to move backward; to change something to its opposite,"đảo ngược, lùi lại",irreversible,missing_words_analyzed
revolution,Mới - chưa có ảnh,2,a forcible overthrow of a government or social order in favor of a new system; a full circular turn,cuộc cách mạng; vòng quay,"revolution, revolutionize",missing_words_analyzed
rhino,Mới - chưa có ảnh,1,"a large, heavy plant-eating mammal with one or two horns on its nose",con tê giác,rhino,missing_words_analyzed
ribbon,Mới - chưa có ảnh,1,"a long, narrow strip of fabric used for decoration or tying","dải vải dài, hẹp dùng để trang trí hoặc buộc",ribbon,missing_words_analyzed
rice,Mới - chưa có ảnh,1,"the small seeds of a cereal plant, cooked and eaten as a staple food","gạo, cơm",rice,missing_words_analyzed
riddle,Mới - chưa có ảnh,1,"a question or statement phrased to test ingenuity, requiring a clever answer","một câu hỏi hoặc câu đố được diễn đạt để thử thách sự khéo léo, đòi hỏi câu trả lời thông minh",riddle,missing_words_analyzed
ridge,Mới - chưa có ảnh,1,"a long, narrow hilltop or mountain range, or a raised strip on a surface","dãy núi, sống núi, đường gờ",ridge,missing_words_analyzed
ridicule,Mới - chưa có ảnh,2,words or actions intended to make someone or something look foolish,"sự chế giễu, chế nhạo","ridicule, ridiculous",missing_words_analyzed
rig,Mới - chưa có ảnh,2,to manage or manipulate something fraudulently for personal advantage,"gian lận, làm giả kết quả (một cách gian lận)","irrigate, rig",missing_words_analyzed
rigid,Mới - chưa có ảnh,1,unable to bend or be forced out of shape; strict and inflexible,"cứng nhắc, cứng rắn",rigid,missing_words_analyzed
rigor,Mới - chưa có ảnh,2,"strictness or severity, especially in the accurate application of rules or standards",sự nghiêm ngặt,"rigorous, rigorously",missing_words_analyzed
rim,Mới - chưa có ảnh,1,"the outer edge of something circular, such as a wheel or a cup","vành, mép (vật hình tròn)",rim,missing_words_analyzed
rind,Mới - chưa có ảnh,1,"the tough outer skin of certain fruits, cheeses, or bacon","lớp vỏ ngoài dày của một số loại trái cây, phô mai hoặc thịt xông khói",rind,missing_words_analyzed
rinse,Mới - chưa có ảnh,1,to wash something with clean water to remove soap or dirt,rửa/tráng lại bằng nước sạch,rinse,missing_words_analyzed
ripe,Mới - chưa có ảnh,1,(of fruit or grain) developed to the point of readiness for harvesting and eating,"(trái cây hoặc ngũ cốc) đã phát triển đến độ chín, sẵn sàng để thu hoạch và ăn",ripe,missing_words_analyzed
ripple,Mới - chưa có ảnh,1,a small wave or series of waves on the surface of water,một gợn sóng nhỏ hoặc chuỗi gợn sóng trên mặt nước,ripple,missing_words_analyzed
rite,Mới - chưa có ảnh,1,a religious or other solemn ceremony or act,"nghi lễ, nghi thức",rite,missing_words_analyzed
rivet,Mới - chưa có ảnh,1,to completely capture someone's attention,hoàn toàn thu hút sự chú ý của ai đó,rivet,missing_words_analyzed
roam,Mới - chưa có ảnh,1,to travel or wander from place to place without a fixed destination,"đi lang thang, di chuyển từ nơi này sang nơi khác mà không có đích đến cố định",roam,missing_words_analyzed
roar,Mới - chưa có ảnh,1,"to make a loud, deep, prolonged sound, as a lion or an engine does","gầm rống, gầm vang",roar,missing_words_analyzed
roast,Mới - chưa có ảnh,1,"a dish of meat that has been roasted, or an outdoor meal cooking food over a fire",món quay/nướng,roast,missing_words_analyzed
robin,Mới - chưa có ảnh,1,a small brown bird with a red or orange breast,chim cổ đỏ (robin),robinson,missing_words_analyzed
robot,Mới - chưa có ảnh,3,a machine that can carry out tasks automatically,"người máy, rô-bốt","robot, robotic, robotics",missing_words_analyzed
rode,Mới - chưa có ảnh,1,past tense of 'ride',"đã cưỡi, đã đi (quá khứ của ride)",erode,missing_words_analyzed
rodent,Mới - chưa có ảnh,1,"a mammal with continuously growing incisors, such as a mouse, rat, or squirrel",loài gặm nhấm,rodent,missing_words_analyzed
roe,Mới - chưa có ảnh,1,the eggs of a fish or shellfish,trứng cá,roebuck,missing_words_analyzed
roger,Mới - chưa có ảnh,1,used in radio communication to acknowledge that a message has been received and understood,dùng trong liên lạc vô tuyến để xác nhận đã nhận và hiểu thông điệp,roger,missing_words_analyzed
rogue,Mới - chưa có ảnh,1,operating outside normal or desirable controls; behaving unpredictably or dangerously,"bất hảo, hoạt động ngoài tầm kiểm soát",rogue,missing_words_analyzed
roil,Mới - chưa có ảnh,1,"to make a liquid cloudy or turbulent by disturbing it, or to agitate someone","làm cho chất lỏng vẩn đục hoặc cuộn xoáy do bị khuấy động, hoặc làm ai đó bực bội",roil,missing_words_analyzed
roman,Mới - chưa có ảnh,1,relating to ancient or modern Rome or the Roman Empire,thuộc về La Mã (cổ đại hoặc hiện đại),roman,missing_words_analyzed
rook,Mới - chưa có ảnh,1,a large black bird of the crow family; also a chess piece that moves in straight lines,quạ rook (loài chim); (cờ vua) quân xe,rook,missing_words_analyzed
rookie,Mới - chưa có ảnh,1,"a person new to a profession or activity, especially a first-year athlete","người mới vào nghề hoặc mới tham gia một hoạt động, đặc biệt là vận động viên năm đầu",rookie,missing_words_analyzed
roster,Mới - chưa có ảnh,1,"a list of people's names, especially showing turns of duty","danh sách phân công, lịch trực",roster,missing_words_analyzed
rot,Mới - chưa có ảnh,2,to decay or decompose,"thối rữa, mục nát","rot, rotten",missing_words_analyzed
rouse,Mới - chưa có ảnh,1,to wake someone from sleep; to stir strong feelings in someone,"đánh thức, khơi dậy",arouse,missing_words_analyzed
rout,Mới - chưa có ảnh,1,to defeat an opponent completely and decisively,"đánh bại hoàn toàn, đánh cho tan tác",rout,missing_words_analyzed
route,Mới - chưa có ảnh,2,a way or course taken to get from one place to another,"tuyến đường, lộ trình","rerouting, route",missing_words_analyzed
royal,Mới - chưa có ảnh,1,relating to a king or queen or a member of their family,thuộc hoàng gia,royalty,missing_words_analyzed
rubber,Mới - chưa có ảnh,1,a tough elastic material made from the sap of certain trees or synthetically,cao su,rubbery,missing_words_analyzed
rudiment,Mới - chưa có ảnh,1,"a basic principle or element; an initial, undeveloped form","yếu tố cơ bản, sơ khai",rudimentary,missing_words_analyzed
ruminate,Mới - chưa có ảnh,1,to think deeply about something; (of cattle) to chew the cud,suy ngẫm; nhai lại,rumination,missing_words_analyzed
rummage,Mới - chưa có ảnh,1,to search unsystematically through a mass of things,"lục lọi, tìm kiếm không theo trật tự trong một đống đồ vật",rummage,missing_words_analyzed
rumor,Mới - chưa có ảnh,1,information or a story passed from person to person without confirmation of its truth,thông tin hoặc câu chuyện truyền miệng từ người này sang người khác mà chưa được xác nhận,rumor,missing_words_analyzed
rupee,Mới - chưa có ảnh,1,"the basic monetary unit of India, Pakistan, and several other countries","đơn vị tiền tệ cơ bản của Ấn Độ, Pakistan và một số nước khác",rupee,missing_words_analyzed
rupture,Mới - chưa có ảnh,1,"a break or split, or a breakdown in relations","sự vỡ, đứt gãy, hoặc sự rạn nứt trong quan hệ",rupture,missing_words_analyzed
rust,Mới - chưa có ảnh,1,to become coated with rust; corrode,"bị gỉ, han gỉ",rust,missing_words_analyzed
sabotage,Mới - chưa có ảnh,1,deliberate destruction or obstruction to hinder an enemy or opponent,hành động cố ý phá hoại hoặc cản trở để gây khó khăn cho kẻ thù hoặc đối thủ,sabotage,missing_words_analyzed
sacrifice,Mới - chưa có ảnh,1,the act of giving up something valued for the sake of something else considered more important,sự hy sinh,sacrifice,missing_words_analyzed
saddle,Mới - chưa có ảnh,1,to burden someone with a difficult responsibility,đặt gánh nặng trách nhiệm khó khăn lên ai đó,saddle,missing_words_analyzed
sag,Mới - chưa có ảnh,1,"to sink, sink down, or hang downward under weight or pressure","chùng xuống, võng xuống",sag,missing_words_analyzed
sagacity,Mới - chưa có ảnh,1,the quality of being wise and having sound judgment,"sự khôn ngoan, sự sáng suốt",sagacity,missing_words_analyzed
said,Mới - chưa có ảnh,1,past tense of 'say'; (adjective) previously mentioned,đã nói (quá khứ của say); đã đề cập,aforesaid,missing_words_analyzed
salamander,Mới - chưa có ảnh,1,"a small amphibian with a long tail, resembling a lizard","một loài lưỡng cư nhỏ có đuôi dài, trông giống thằn lằn",salamander,missing_words_analyzed
salary,Mới - chưa có ảnh,1,"a fixed regular payment made by an employer, typically monthly",tiền lương,salaried,missing_words_analyzed
sales,Mới - chưa có ảnh,1,the exchange of goods or services for money; instances of selling,"doanh số, việc bán hàng",salesperson,missing_words_analyzed
sally,Mới - chưa có ảnh,1,a sudden charge made by troops against an enemy from a position of defense,cuộc xuất kích bất ngờ,sally,missing_words_analyzed
salvage,Mới - chưa có ảnh,1,"to rescue something from loss, destruction, or waste","cứu vãn, trục vớt",salvage,missing_words_analyzed
sanction,Mới - chưa có ảnh,1,to give official permission or approval for an action,"phê chuẩn, chính thức cho phép",sanction,missing_words_analyzed
sanctuary,Mới - chưa có ảnh,1,"a place of refuge or protection, especially a nature reserve for wildlife or a safe haven for people","khu bảo tồn, nơi trú ẩn an toàn",sanctuary,missing_words_analyzed
sanguine,Mới - chưa có ảnh,1,"optimistic or hopeful, especially in a difficult situation","lạc quan, tin tưởng",sanguine,missing_words_analyzed
sap,Mới - chưa có ảnh,2,"the watery fluid that circulates through a plant, carrying nutrients",nhựa cây,"sap, sapling",missing_words_analyzed
sarcasm,Mới - chưa có ảnh,1,the use of irony to mock or convey contempt,"sự mỉa mai, châm biếm",sarcastic,missing_words_analyzed
satellite,Mới - chưa có ảnh,1,"An object that orbits a planet or star, either natural or artificial.",Vệ tinh.,satellite,missing_words_analyzed
satisfaction,Mới - chưa có ảnh,1,"fulfillment of one's wishes, expectations, or needs; the pleasure derived from this",sự hài lòng,dissatisfaction,missing_words_analyzed
satisfy,Mới - chưa có ảnh,2,"to meet the expectations, needs, or desires of someone","làm hài lòng, thỏa mãn","dissatisfy, satisfaction",missing_words_analyzed
saw,Mới - chưa có ảnh,2,To cut something using a saw.,Cưa (dùng cưa để cắt).,"saw, sawdust",missing_words_analyzed
scaffold,Mới - chưa có ảnh,1,A temporary framework used to support workers and materials during construction.,Giàn giáo.,scaffold,missing_words_analyzed
scam,Mới - chưa có ảnh,1,to swindle someone by means of a fraudulent scheme,lừa đảo (ai đó),scam,missing_words_analyzed
scar,Mới - chưa có ảnh,1,a mark left on skin or tissue after a wound has healed,vết sẹo,scar,missing_words_analyzed
scarce,Mới - chưa có ảnh,2,insufficient for the demand; not easily found,"khan hiếm, hiếm có","scarce, scarcity",missing_words_analyzed
scarf,Mới - chưa có ảnh,1,a piece of fabric worn around the neck or head for warmth or decoration,khăn quàng cổ,scarf,missing_words_analyzed
scavenge,Mới - chưa có ảnh,1,to search for and collect discarded items; to feed on carrion,bới rác tìm đồ; ăn xác thối,scavenger,missing_words_analyzed
scenario,Mới - chưa có ảnh,1,a postulated sequence or development of events; an outline of a plot,"kịch bản, tình huống giả định",scenario,missing_words_analyzed
scent,Mới - chưa có ảnh,2,"a distinctive smell, especially a pleasant one",mùi hương,"ascent, scent",missing_words_analyzed
schedule,Mới - chưa có ảnh,3,a plan of times at which events or tasks are to happen,"lịch trình, thời gian biểu","reschedule, schedule, unscheduled",missing_words_analyzed
scholar,Mới - chưa có ảnh,3,"a person who studies a subject deeply, especially at an advanced academic level",học giả,"scholar, scholarly, scholarship",missing_words_analyzed
science,Mới - chưa có ảnh,1,the systematic study of the physical and natural world through observation and experiment,khoa học,science,missing_words_analyzed
scientific,Mới - chưa có ảnh,1,based on or characterized by the methods and principles of science,thuộc về khoa học,scientific,missing_words_analyzed
scientist,Mới - chưa có ảnh,1,a person who studies or has expert knowledge of a science,nhà khoa học,scientist,missing_words_analyzed
scold,Mới - chưa có ảnh,1,to remonstrate with or rebuke someone angrily,"mắng, la rầy",scold,missing_words_analyzed
scorch,Mới - chưa có ảnh,1,"to burn the surface of something slightly, changing its color","làm cháy sém bề mặt của thứ gì đó, làm đổi màu",scorch,missing_words_analyzed
scourge,Mới - chưa có ảnh,1,a person or thing causing great trouble or suffering,người hoặc vật gây ra tai họa hoặc đau khổ lớn,scourge,missing_words_analyzed
scout,Mới - chưa có ảnh,1,"to search an area to find or evaluate something, especially talented people","đi tìm kiếm, tuyển trạch (tài năng)",scout,missing_words_analyzed
scowl,Mới - chưa có ảnh,1,to frown in an angry or bad-tempered way,cau mày tỏ vẻ tức giận hoặc khó chịu,scowl,missing_words_analyzed
scramble,Mới - chưa có ảnh,1,to move hurriedly and awkwardly using hands and feet; or to mix and cook beaten eggs,leo trèo/di chuyển vội vã; đánh và chiên trứng,scramble,missing_words_analyzed
scrap,Mới - chưa có ảnh,1,"to abandon or discard a plan, project, or item as no longer useful","hủy bỏ, loại bỏ (kế hoạch, xe cũ...)",scrap,missing_words_analyzed
scrape,Mới - chưa có ảnh,2,"to drag or pull a hard or sharp implement across a surface, especially to clean or smooth it","cạo, nạo, cào (bề mặt)","scrape, skyscraper",missing_words_analyzed
screech,Mới - chưa có ảnh,1,"to make a loud, harsh, high-pitched sound","phát ra tiếng kêu lớn, chói tai, cao vút",screech,missing_words_analyzed
scribe,Mới - chưa có ảnh,3,"a person who writes documents by hand, especially historically","người chép, thư ký","describe, inscribe, prescribe",missing_words_analyzed
scroll,Mới - chưa có ảnh,1,"to move displayed text or images up, down, or across a screen to view different parts","cuộn (màn hình, trang web)",scroll,missing_words_analyzed
scrub,Mới - chưa có ảnh,1,"vegetation consisting of stunted trees and shrubs, or land covered with it","cây bụi, đất hoang có cây bụi",scrub,missing_words_analyzed
scrupulous,Mới - chưa có ảnh,1,"diligent, thorough, and extremely attentive to detail or morality","tỉ mỉ, cẩn trọng",unscrupulous,missing_words_analyzed
sculpt,Mới - chưa có ảnh,2,to make or shape a work of art by carving or modeling,"điêu khắc, tạc","sculptor, sculpture",missing_words_analyzed
seam,Mới - chưa có ảnh,1,a line where two pieces of fabric or material are sewn or joined together,"đường may, đường nối",seam,missing_words_analyzed
seaman,Mới - chưa có ảnh,1,"a sailor, especially one below the rank of officer",thủy thủ,seamanship,missing_words_analyzed
sear,Mới - chưa có ảnh,1,to burn or scorch the surface of something with sudden intense heat,áp chảo/nướng cháy xém bề mặt,sear,missing_words_analyzed
seas,Mới - chưa có ảnh,1,plural of 'sea'; large bodies of salt water,biển (số nhiều),overseas,missing_words_analyzed
sect,Mới - chưa có ảnh,2,"a group of people with distinct religious, political, or philosophical beliefs, often a subdivision of a larger group","giáo phái, phe nhóm","dissect, intersection",missing_words_analyzed
section,Mới - chưa có ảnh,1,a distinct part or division of something,"phần, mục",section,missing_words_analyzed
sector,Mới - chưa có ảnh,1,"A distinct part or branch of an area of activity, especially of the economy.","Khu vực, lĩnh vực (kinh tế).",sector,missing_words_analyzed
sedentary,Mới - chưa có ảnh,1,characterized by much sitting and little physical activity,"ít vận động, tĩnh tại",sedentary,missing_words_analyzed
sediment,Mới - chưa có ảnh,1,"matter that settles to the bottom of a liquid, such as sand or mud","trầm tích, cặn lắng",sediment,missing_words_analyzed
seep,Mới - chưa có ảnh,2,(of liquid) to flow or leak slowly through a substance,(chất lỏng) chảy hoặc rò rỉ từ từ qua một chất khác,"seep, seepage",missing_words_analyzed
seldom,Mới - chưa có ảnh,1,not often; rarely,không thường xuyên; hiếm khi,seldom,missing_words_analyzed
semaphore,Mới - chưa có ảnh,1,"a system of sending signals or messages using flags, lights, or arm positions",hệ thống tín hiệu semaphore (cờ hiệu),semaphore,missing_words_analyzed
semester,Mới - chưa có ảnh,1,one of two divisions of an academic year,học kỳ,semester,missing_words_analyzed
sensation,Mới - chưa có ảnh,1,a physical feeling from stimulation of a sense organ; a widespread reaction of interest or excitement,cảm giác; sự kiện gây chấn động,sensationalist,missing_words_analyzed
sensitive,Mới - chưa có ảnh,2,quick to detect or respond to slight changes; easily affected or hurt emotionally,nhạy cảm,"sensitively, sensitivity",missing_words_analyzed
sent,Mới - chưa có ảnh,3,past tense of 'send',đã gửi (quá khứ của send),"consent, resent, resentment",missing_words_analyzed
sentiment,Mới - chưa có ảnh,1,a view or opinion that is held or expressed; a feeling or emotion,"tình cảm, quan điểm, cảm nghĩ",sentiment,missing_words_analyzed
separate,Mới - chưa có ảnh,4,not joined to or the same as something else; distinct,"riêng biệt, tách rời","inseparably, separate, separately, separation",missing_words_analyzed
serendipity,Mới - chưa có ảnh,2,the occurrence of finding valuable or pleasant things by chance,sự tình cờ may mắn,"serendipitous, serendipity",missing_words_analyzed
serene,Mới - chưa có ảnh,1,"calm, peaceful, and untroubled","bình yên, tĩnh lặng và không lo âu",serene,missing_words_analyzed
series,Mới - chưa có ảnh,1,a number of similar or related things or events coming one after another.,"chuỗi, loạt.",series,missing_words_analyzed
serpent,Mới - chưa có ảnh,1,"a snake, especially a large one",con rắn,serpentine,missing_words_analyzed
session,Mới - chưa có ảnh,1,"a period of time devoted to a particular activity, such as a meeting or class","buổi, phiên (họp, học...)",session,missing_words_analyzed
sever,Mới - chưa có ảnh,2,to cut off or divide something by cutting,"cắt đứt, chia cắt","persevere, sever",missing_words_analyzed
shaft,Mới - chưa có ảnh,1,"a long, narrow part or handle of a tool or weapon; a vertical or sloping passage, such as in a mine or elevator","cán, trục; giếng đứng (thang máy, mỏ)",shaft,missing_words_analyzed
shaman,Mới - chưa có ảnh,1,"a person believed to have access to the spirit world, often a healer","pháp sư, thầy cúng (shaman)",shaman,missing_words_analyzed
shark,Mới - chưa có ảnh,1,a large predatory fish with a cartilaginous skeleton and sharp teeth,cá mập,shark,missing_words_analyzed
shear,Mới - chưa có ảnh,1,"to cut the wool off a sheep, or to cut through something with a sharp instrument or force",xén lông (cừu); cắt đứt bằng lực/vật sắc,shear,missing_words_analyzed
sheathe,Mới - chưa có ảnh,2,to put a knife or sword into its sheath; to encase or protect with a covering,tra (dao/kiếm) vào vỏ; bọc/bao phủ bảo vệ,"sheathe, unsheathe",missing_words_analyzed
sheer,Mới - chưa có ảnh,1,complete and total; used for emphasis,"hoàn toàn, tuyệt đối",sheer,missing_words_analyzed
shelve,Mới - chưa có ảnh,1,"to place something on a shelf; to decide not to proceed with a plan, at least for the time being","đặt lên kệ; gác lại, hoãn (kế hoạch)",shelve,missing_words_analyzed
shield,Mới - chưa có ảnh,2,a broad piece of protective equipment carried to block blows or missiles,"cái khiên, lá chắn","shield, windshield",missing_words_analyzed
shill,Mới - chưa có ảnh,1,to act as a shill; to promote something deceptively for hidden gain,"làm chim mồi, quảng cáo giả danh cho ai/cái gì",shill,missing_words_analyzed
shilling,Mới - chưa có ảnh,1,a former British coin and monetary unit,đồng shilling (tiền cổ của Anh),shilling,missing_words_analyzed
shimmer,Mới - chưa có ảnh,1,"to shine with a soft, tremulous light","lấp lánh, lung linh",shimmer,missing_words_analyzed
shin,Mới - chưa có ảnh,1,the front part of the leg below the knee,"ống chân, xương ống quyển",shin,missing_words_analyzed
shiver,Mới - chưa có ảnh,1,"to tremble slightly, typically as a result of being cold or afraid","run rẩy nhẹ, thường do lạnh hoặc sợ hãi",shiver,missing_words_analyzed
shoddy,Mới - chưa có ảnh,1,badly made or done; of poor quality,"làm ẩu, kém chất lượng",shoddy,missing_words_analyzed
shoulder,Mới - chưa có ảnh,1,the joint connecting a person's arm to the rest of the body; the upper part of the arm.,vai.,shoulder,missing_words_analyzed
shout,Mới - chưa có ảnh,1,To say something very loudly.,"Hét lên, la hét.",shout,missing_words_analyzed
shovel,Mới - chưa có ảnh,1,"a tool with a broad blade and a handle, used for digging or moving material","dụng cụ có lưỡi rộng và cán cầm, dùng để đào hoặc xúc vật liệu",shovel,missing_words_analyzed
shrapnel,Mới - chưa có ảnh,1,"fragments of a bomb, shell, or other object thrown out by an explosion","mảnh đạn, mảnh bom",shrapnel,missing_words_analyzed
shriek,Mới - chưa có ảnh,1,to utter a high-pitched piercing cry or sound,"kêu thét lên một tiếng cao vút, chói tai",shriek,missing_words_analyzed
shrimp,Mới - chưa có ảnh,1,a small marine crustacean often eaten as food,loài giáp xác biển nhỏ thường được dùng làm thực phẩm,shrimp,missing_words_analyzed
shrine,Mới - chưa có ảnh,1,a place regarded as holy because of its association with a divinity or sacred relic,"đền thờ, miếu thờ",shrine,missing_words_analyzed
shrub,Mới - chưa có ảnh,1,"a woody plant smaller than a tree, with several stems",cây bụi,shrub,missing_words_analyzed
shrug,Mới - chưa có ảnh,1,"to raise one's shoulders slightly to express indifference, doubt, or ignorance",nhún vai,shrug,missing_words_analyzed
sibling,Mới - chưa có ảnh,1,a brother or sister,anh chị em ruột,sibling,missing_words_analyzed
sieve,Mới - chưa có ảnh,1,a utensil with mesh or perforated holes used to separate solids from liquids or fine from coarse particles,"dụng cụ có lưới hoặc lỗ nhỏ dùng để lọc, tách chất rắn khỏi chất lỏng hoặc hạt mịn khỏi hạt thô",sieve,missing_words_analyzed
significant,Mới - chưa có ảnh,3,important enough to be noticed or to have an effect,"quan trọng, đáng kể","insignificant, significant, significantly",missing_words_analyzed
silica,Mới - chưa có ảnh,1,"a compound of silicon and oxygen found widely in nature (e.g., sand, quartz)",silic đioxit (silica),silica,missing_words_analyzed
silicon,Mới - chưa có ảnh,1,a chemical element used widely in electronics and computing,silic (nguyên tố hóa học),silicon,missing_words_analyzed
silt,Mới - chưa có ảnh,1,"fine sand, clay, or other material carried by running water and deposited","phù sa, bùn lắng",silt,missing_words_analyzed
similar,Mới - chưa có ảnh,3,resembling something else without being identical,"tương tự, giống nhau","similar, similarity, similarly",missing_words_analyzed
simmer,Mới - chưa có ảnh,1,to cook gently in liquid just below boiling point,"ninh/hầm nhỏ lửa, sôi lăn tăn",simmer,missing_words_analyzed
simulate,Mới - chưa có ảnh,3,"to imitate the appearance, conditions, or characteristics of something; to create a model of a process","mô phỏng, giả lập","simulate, simulation, simulator",missing_words_analyzed
simultaneous,Mới - chưa có ảnh,2,"occurring, existing, or done at exactly the same time","đồng thời, xảy ra cùng lúc","simultaneous, simultaneously",missing_words_analyzed
since,Mới - chưa có ảnh,1,because; for the reason that,"bởi vì, vì",since,missing_words_analyzed
sip,Mới - chưa có ảnh,1,to drink something in small quantities,"nhấp, uống từng ngụm nhỏ",dissipate,missing_words_analyzed
siphon,Mới - chưa có ảnh,1,"to draw off (liquid, or by extension money) using or as if using a siphon",hút/rút (chất lỏng) qua ống xi-phông; rút ruột (tiền bạc) một cách bất chính,siphon,missing_words_analyzed
sire,Mới - chưa có ảnh,1,"the male parent of an animal, especially a horse; a respectful form of address to a king",cha (của động vật); bệ hạ (cách xưng hô),desirability,missing_words_analyzed
siren,Mới - chưa có ảnh,1,"a device that makes a long, loud warning sound",còi báo động,siren,missing_words_analyzed
skeleton,Mới - chưa có ảnh,2,the internal framework of bones supporting the body of a person or animal; a basic structural framework,bộ xương; khung sườn cơ bản,"skeletal, skeleton",missing_words_analyzed
skeptic,Mới - chưa có ảnh,1,a person inclined to question or doubt accepted beliefs,người hoài nghi,skepticism,missing_words_analyzed
skew,Mới - chưa có ảnh,1,"set at an angle; not straight, symmetrical, or level","chéo, xiên, không đối xứng",skew,missing_words_analyzed
