root_word,topic,subtopic,is_polysemous
hero,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
hide,Khái niệm trừu tượng,Hành động và xử lý,False
high,Khái niệm trừu tượng,Mức độ và so sánh,False
hill,Môi trường và tự nhiên,Núi và cảnh quan,False
him,Ngữ pháp và hư từ,Đại từ,False
hip,Con người,Cơ thể,False
hire,Nghề nghiệp và công việc,Tìm việc,False
his,Ngữ pháp và hư từ,Đại từ,False
hit,Thể thao,Bóng chày,False
hobby,Giải trí và thời gian rảnh,Sở thích thủ công,False
hold,Khái niệm trừu tượng,Hành động và xử lý,False
hole,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,False
hollow,Khái niệm trừu tượng,Tính chất khác,False
holy,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
home,Nhà cửa,Ngôi nhà,False
honest,Con người,Tính cách,False
honor,Con người,Tính cách,False
hook,Nhà cửa,Đồ nội thất,False
hope,Con người,Cảm xúc,False
horn,Giao thông,Bộ điều khiển ô tô,False
horse,Thể thao,Cưỡi ngựa,False
hospital,Sức khỏe,Bệnh viện,False
host,Giải trí và thời gian rảnh,Sự kiện và lễ hội,True
host,"Khoa học, công nghệ và kỹ thuật",Internet,True
hostile,Con người,Cảm xúc,False
hot,Môi trường và tự nhiên,Khí hậu,False
hotel,Du lịch và lưu trú,Khách sạn,False
hour,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
house,Nhà cửa,Ngôi nhà,False
how,Ngôn ngữ hằng ngày,Câu hỏi thông dụng,False
huge,Khái niệm trừu tượng,Mức độ và so sánh,False
human,Con người,Cơ thể,False
humble,Con người,Tính cách,False
humor,Con người,Tính cách,False
hundred,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
hungry,Đời sống hằng ngày,Ăn uống,False
hunt,Giải trí và thời gian rảnh,Hoạt động ngoài trời,False
hurry,Đời sống hằng ngày,Thói quen hằng ngày,False
hurt,Sức khỏe,Chấn thương,False
husband,Con người,Gia đình,False
ice,Thực phẩm,Bánh và món tráng miệng,False
idea,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
ideal,Khái niệm trừu tượng,Đánh giá và giá trị,False
idiot,Con người,Tính cách,False
ignore,Con người,Mối quan hệ,False
ill,Sức khỏe,Bệnh tật,False
illustrate,"Nghệ thuật, thiết kế và văn hóa",Vẽ và phác thảo,False
image,"Nghệ thuật, thiết kế và văn hóa",Nhiếp ảnh,False
imagine,Con người,Cảm xúc,False
immediate,Khái niệm trừu tượng,Thời gian và thứ tự,False
immense,Khái niệm trừu tượng,Mức độ và so sánh,False
immune,Sức khỏe,Cơ thể và sức khỏe,False
improve,Khái niệm trừu tượng,Thay đổi và phát sinh,False
in,Ngữ pháp và hư từ,Giới từ,False
incentive,Nghề nghiệp và công việc,Lương và phúc lợi,False
incur,Kinh doanh và tài chính,Chi phí sinh hoạt,False
index,Học tập và giáo dục,Sách giáo khoa,False
indicate,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
indigenous,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
indulge,Con người,Cảm xúc,False
industry,Kinh doanh và tài chính,Doanh nghiệp,False
infant,Sức khỏe,Trẻ sơ sinh,False
infer,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
inform,Dịch vụ,Dịch vụ khách hàng,False
injure,Sức khỏe,Chấn thương,False
ink,Học tập và giáo dục,Đồ dùng học tập,False
insect,Môi trường và tự nhiên,Động vật không xương sống,False
insert,"Khoa học, công nghệ và kỹ thuật",Máy tính,False
instance,Khái niệm trừu tượng,Tính chất khác,False
instant,Khái niệm trừu tượng,Thời gian và thứ tự,False
instinct,Con người,Tính cách,False
instrument,Giải trí và thời gian rảnh,Nhạc cụ,False
insult,Con người,Mối quan hệ,False
intense,Khái niệm trừu tượng,Mức độ và so sánh,False
interest,Kinh doanh và tài chính,Lãi suất,True
interest,Giải trí và thời gian rảnh,Sở thích thủ công,True
intermediate,Học tập và giáo dục,Học ngoại ngữ,False
interpret,Học tập và giáo dục,Học ngoại ngữ,False
interview,Nghề nghiệp và công việc,Phỏng vấn xin việc,False
intrigue,Con người,Cảm xúc,False
invade,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,False
investigate,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
invite,Ngôn ngữ hằng ngày,Chào hỏi và giới thiệu bản thân,False
invoke,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
iron,Nhà cửa,Thiết bị gia dụng,True
iron,"Khoa học, công nghệ và kỹ thuật",Vật liệu,True
island,Môi trường và tự nhiên,Biển và đại dương,False
isolate,Khái niệm trừu tượng,Quan hệ và ảnh hưởng,False
issue,Kinh doanh và tài chính,Sản phẩm và dịch vụ,False
it,Ngữ pháp và hư từ,Đại từ,False
item,Mua sắm,Mua sắm trực tuyến,False
jacket,Ngoại hình và trang phục,Quần áo mùa đông,False
jail,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
jam,Giao thông,Đường sá,True
jam,Thực phẩm,Sốt và gia vị phết,True
jazz,Giải trí và thời gian rảnh,Phong cách âm nhạc,False
jet,Giao thông,Máy bay,True
jet,Nhà cửa,Phòng tắm,True
job,Nghề nghiệp và công việc,Tìm việc,False
join,Giải trí và thời gian rảnh,Sự kiện và lễ hội,False
joke,Con người,Tính cách,True
joke,Giải trí và thời gian rảnh,Sự kiện và lễ hội,True
journey,Du lịch và lưu trú,Lập kế hoạch chuyến đi,False
joy,Con người,Cảm xúc,False
judge,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
juice,Ăn uống bên ngoài,Nước ép và sữa lắc,False
jump,Thể thao,Điền kinh,False
just,Khái niệm trừu tượng,Đánh giá và giá trị,False
keen,Con người,Cảm xúc,False
keep,Khái niệm trừu tượng,Hành động và xử lý,False
key,Nhà cửa,An ninh nhà ở,True
key,Giải trí và thời gian rảnh,Nhạc cụ,True
key,Khái niệm trừu tượng,Đánh giá và giá trị,True
kick,Thể thao,Bóng đá,False
kidnap,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
kill,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
kind,Con người,Tính cách,True
kind,Khái niệm trừu tượng,Tính chất khác,True
king,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
kiss,Con người,Mối quan hệ,False
kitchen,Nhà cửa,Nhà bếp,False
knee,Con người,Khớp,False
knife,Nhà cửa,Đồ nội thất,False
knock,Nhà cửa,Các phòng trong nhà,False
know,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
labor,Nghề nghiệp và công việc,Nơi làm việc,False
ladder,Nhà cửa,Sửa chữa và bảo trì,False
lady,Con người,Nữ giới,False
lamp,Nhà cửa,Đồ nội thất,False
land,Môi trường và tự nhiên,Trái Đất,True
land,Giao thông,Máy bay,True
lap,Thể thao,Điền kinh,False
large,Khái niệm trừu tượng,Mức độ và so sánh,False
last,Khái niệm trừu tượng,Thời gian và thứ tự,True
last,Ngoại hình và trang phục,Giày dép,True
late,Khái niệm trừu tượng,Thời gian và thứ tự,False
latter,Khái niệm trừu tượng,Thời gian và thứ tự,False
laugh,Con người,Cảm xúc,False
launch,Kinh doanh và tài chính,Sản phẩm và dịch vụ,False
law,"Pháp luật, an toàn và khẩn cấp",Tòa án,False
lay,Khái niệm trừu tượng,Hành động và xử lý,False
lazy,Con người,Tính cách,False
lead,Khái niệm trừu tượng,Quan hệ và ảnh hưởng,False
leaf,Môi trường và tự nhiên,Cây,False
league,Thể thao,Thể thao chung,False
leak,Nhà cửa,Hệ thống điện và nước,False
lean,Sức khỏe,Cơ thể và sức khỏe,False
leap,Thể thao,Điền kinh,False
learn,Học tập và giáo dục,Kỹ năng học tập,False
least,Khái niệm trừu tượng,Mức độ và so sánh,False
leather,Ngoại hình và trang phục,Chất liệu vải,False
leave,Nghề nghiệp và công việc,Nghỉ phép và thời gian làm việc,True
leave,Khái niệm trừu tượng,Hành động và xử lý,True
left,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
leg,Con người,Bàn tay và bàn chân,False
legal,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
legend,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
leisure,Giải trí và thời gian rảnh,Hoạt động ngoài trời,False
lemon,Thực phẩm,Trái cây,False
lend,Kinh doanh và tài chính,Khoản vay,False
length,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
lesbian,Con người,Mối quan hệ,False
less,Khái niệm trừu tượng,Mức độ và so sánh,False
let,Ngữ pháp và hư từ,Trợ từ,False
lethal,"Pháp luật, an toàn và khẩn cấp",An toàn cá nhân,False
letter,Dịch vụ,Bưu điện,True
letter,Học tập và giáo dục,Học ngoại ngữ,True
level,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
level,Nhà cửa,Ngôi nhà,True
liable,Kinh doanh và tài chính,Bảo hiểm,False
library,Học tập và giáo dục,Thư viện,False
licence,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
license,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
lie,Con người,Tính cách,True
lie,Sức khỏe,Cơ thể và sức khỏe,True
life,Con người,Sự kiện đời người,False
lift,Khái niệm trừu tượng,Hành động và xử lý,False
light,Nhà cửa,Hệ thống điện và nước,True
light,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
like,Con người,Cảm xúc,False
limb,Con người,Cơ thể,False
limit,Khái niệm trừu tượng,Phạm vi và bộ phận,False
line,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,True
line,Giao thông,Tàu điện ngầm,True
linger,Khái niệm trừu tượng,Thời gian và thứ tự,False
link,"Khoa học, công nghệ và kỹ thuật",Internet,False
lion,Môi trường và tự nhiên,Động vật có vú,False
lip,Con người,Khuôn mặt,False
list,Đời sống hằng ngày,Mua sắm hằng ngày,True
list,Giao thông,Tàu thuyền,True
listen,Giải trí và thời gian rảnh,Phong cách âm nhạc,False
litre,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
litter,Nhà cửa,Xử lý rác,False
little,Khái niệm trừu tượng,Mức độ và so sánh,False
live,Nhà cửa,Ngôi nhà,True
live,Giải trí và thời gian rảnh,Truyền hình,True
liver,Con người,Nội tạng,False
load,Giao thông,Xe tải và vận chuyển,False
loan,Kinh doanh và tài chính,Khoản vay,False
lobby,Du lịch và lưu trú,Lễ tân,False
lock,Nhà cửa,An ninh nhà ở,True
lock,Giao thông,Cảng,True
log,"Khoa học, công nghệ và kỹ thuật",Máy tính,True
log,"Khoa học, công nghệ và kỹ thuật",Vật liệu,True
logic,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
long,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
look,Con người,Ngoại hình,False
loom,Khái niệm trừu tượng,Thay đổi và phát sinh,False
loop,"Khoa học, công nghệ và kỹ thuật",Phần mềm,False
loose,Ngoại hình và trang phục,Kích cỡ và kiểu dáng,False
lord,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
lose,Thể thao,Luật thi đấu,False
loud,Khái niệm trừu tượng,Mức độ và so sánh,False
love,Con người,Mối quan hệ,False
low,Khái niệm trừu tượng,Mức độ và so sánh,False
loyal,Con người,Tính cách,False
luck,Khái niệm trừu tượng,Đánh giá và giá trị,False
lunch,Ăn uống bên ngoài,Bữa trưa,False
luxury,Mua sắm,Trung tâm thương mại,False
lyric,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
machine,"Khoa học, công nghệ và kỹ thuật",Cơ khí,False
mad,Con người,Cảm xúc,False
magic,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
mail,Dịch vụ,Bưu điện,False
main,Khái niệm trừu tượng,Đánh giá và giá trị,False
maintain,Nhà cửa,Sửa chữa và bảo trì,False
major,Học tập và giáo dục,Các môn học,True
major,Nghề nghiệp và công việc,Nghề công vụ và an ninh,True
make,Ngôn ngữ hằng ngày,Động từ hành động cơ bản,False
male,Con người,Nam giới,False
man,Con người,Nam giới,False
manage,Nghề nghiệp và công việc,Nơi làm việc,False
manifest,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
manipulate,Con người,Mối quan hệ,False
manner,Ngôn ngữ hằng ngày,"Cảm ơn, xin lỗi và phép lịch sự",False
march,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
margin,Kinh doanh và tài chính,Doanh thu và lợi nhuận,False
marine,Môi trường và tự nhiên,Biển và đại dương,False
mark,Học tập và giáo dục,Điểm số và đánh giá,True
mark,"Nghệ thuật, thiết kế và văn hóa",Biểu tượng và biển hiệu,True
market,Cộng đồng và đô thị,Chợ,False
marriage,Con người,Sự kiện đời người,False
marry,Con người,Sự kiện đời người,False
martial,Thể thao,Võ thuật,False
mask,Sức khỏe,Sơ cứu,False
mass,"Khoa học, công nghệ và kỹ thuật",Đo lường,True
mass,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,True
master,Học tập và giáo dục,Bằng cấp,True
master,Con người,Mối quan hệ,True
match,Thể thao,Thể thao chung,True
match,Nhà cửa,Đồ nội thất,True
mate,Con người,Mối quan hệ,False
material,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
matter,"Khoa học, công nghệ và kỹ thuật",Vật lý,True
matter,Khái niệm trừu tượng,Đánh giá và giá trị,True
mature,Con người,Tuổi tác và các giai đoạn cuộc đời,False
may,Ngữ pháp và hư từ,Trợ từ,False
mayor,Cộng đồng và đô thị,Cơ quan hành chính,False
meal,Ăn uống bên ngoài,Bữa tối,False
mean,Khái niệm trừu tượng,Nhận thức và ý nghĩa,True
mean,Con người,Tính cách,True
measure,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
meat,Thực phẩm,Thịt,False
medal,Thể thao,Thể thao chung,False
medicine,Sức khỏe,Thuốc và dạng thuốc,False
medium,"Nghệ thuật, thiết kế và văn hóa",Vật liệu nghệ thuật,False
meet,Nghề nghiệp và công việc,Cuộc họp,False
melt,"Khoa học, công nghệ và kỹ thuật",Vật lý,False
member,Con người,Mối quan hệ,False
mental,Sức khỏe,Sức khỏe tinh thần,False
mention,Con người,Mối quan hệ,False
merchant,Kinh doanh và tài chính,Mua bán và giao dịch,False
mercy,Con người,Cảm xúc,False
mere,Khái niệm trừu tượng,Mức độ và so sánh,False
merge,Kinh doanh và tài chính,Doanh nghiệp,False
merit,Khái niệm trừu tượng,Đánh giá và giá trị,False
mess,Đời sống hằng ngày,Dọn dẹp nhà cửa,False
metal,"Khoa học, công nghệ và kỹ thuật",Vật liệu,False
method,Học tập và giáo dục,Kỹ năng học tập,False
metre,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
middle,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
midst,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
might,Ngữ pháp và hư từ,Trợ từ,False
mild,Môi trường và tự nhiên,Khí hậu,False
mile,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
militia,"Pháp luật, an toàn và khẩn cấp",Cảnh sát,False
milk,Thực phẩm,Sữa và sản phẩm từ sữa,False
mill,Kinh doanh và tài chính,Doanh nghiệp,False
million,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
mind,Sức khỏe,Sức khỏe tinh thần,False
mine,Ngữ pháp và hư từ,Đại từ,True
mine,"Khoa học, công nghệ và kỹ thuật",Vật liệu,True
mineral,Môi trường và tự nhiên,Khoáng vật,False
minister,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính,False
minor,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,True
minor,Học tập và giáo dục,Các môn học,True
minute,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
miracle,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
miss,Con người,Cảm xúc,False
mission,Nghề nghiệp và công việc,Nơi làm việc,False
mix,Đời sống hằng ngày,Nấu ăn,False
mob,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
mobile,"Khoa học, công nghệ và kỹ thuật",Điện thoại thông minh,False
mode,"Khoa học, công nghệ và kỹ thuật",Phần mềm,False
model,"Nghệ thuật, thiết kế và văn hóa",Thiết kế đồ họa,True
model,Giao thông,Các loại ô tô,True
moderate,Khái niệm trừu tượng,Mức độ và so sánh,False
modern,"Nghệ thuật, thiết kế và văn hóa",Phong cách kiến trúc,False
modest,Con người,Tính cách,False
modify,Khái niệm trừu tượng,Thay đổi và phát sinh,False
moment,Khái niệm trừu tượng,Thời gian và thứ tự,False
money,Ngôn ngữ hằng ngày,Tiền tệ và mệnh giá,False
monk,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
monster,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
month,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
monument,"Nghệ thuật, thiết kế và văn hóa",Di sản và bảo tàng,False
mood,Con người,Cảm xúc,False
moon,Môi trường và tự nhiên,Không gian,False
moral,Khái niệm trừu tượng,Đánh giá và giá trị,False
more,Ngữ pháp và hư từ,Lượng từ,False
morning,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
mortgage,Kinh doanh và tài chính,Khoản vay,False
most,Ngữ pháp và hư từ,Lượng từ,False
mother,Con người,Gia đình,False
motion,"Khoa học, công nghệ và kỹ thuật",Vật lý,False
motive,Khái niệm trừu tượng,Nguyên nhân và mục đích,False
motor,Giao thông,Cơ khí ô tô,False
mount,Môi trường và tự nhiên,Núi và cảnh quan,True
mount,"Khoa học, công nghệ và kỹ thuật",Cơ khí,True
mountain,Môi trường và tự nhiên,Núi và cảnh quan,False
mouse,"Khoa học, công nghệ và kỹ thuật",Phần cứng máy tính,False
mouth,Con người,Khuôn mặt,False
move,Nhà cửa,Ngôi nhà,False
much,Ngữ pháp và hư từ,Lượng từ,False
mud,Môi trường và tự nhiên,Địa chất,False
mum,Con người,Gia đình,False
municipal,Cộng đồng và đô thị,Cơ quan hành chính,False
murder,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
muscle,Con người,Cơ bắp,False
music,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,False
must,Ngữ pháp và hư từ,Trợ từ,False
mutual,Con người,Mối quan hệ,False
my,Ngữ pháp và hư từ,Đại từ,False
myth,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
nail,Ngoại hình và trang phục,Chăm sóc móng,False
naked,Ngoại hình và trang phục,Cơ thể và ngoại hình,False
name,Ngôn ngữ hằng ngày,Thông tin cá nhân,True
name,Kinh doanh và tài chính,Sản phẩm và dịch vụ,True
narrow,"Khoa học, công nghệ và kỹ thuật",Đo lường,False
nasty,Khái niệm trừu tượng,Đánh giá và giá trị,False
nation,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
native,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
nature,Môi trường và tự nhiên,Bảo tồn thiên nhiên,False
near,Ngôn ngữ hằng ngày,Giới từ và trạng từ chỉ nơi chốn,False
neat,Đời sống hằng ngày,Dọn dẹp nhà cửa,False
neck,Con người,Cơ thể,False
need,Ngôn ngữ hằng ngày,Nhu cầu và yêu cầu thường gặp,False
needle,Ngoại hình và trang phục,Sửa chữa quần áo,False
neglect,Con người,Mối quan hệ,False
neighbour,Cộng đồng và đô thị,Khu dân cư,False
nerve,Con người,Hệ cơ thể,False
nest,Môi trường và tự nhiên,Chim,False
net,Thể thao,Bóng chuyền,True
net,Kinh doanh và tài chính,Doanh thu và lợi nhuận,True
never,Khái niệm trừu tượng,Thời gian và thứ tự,False
new,Khái niệm trừu tượng,Thời gian và thứ tự,False
nice,Khái niệm trừu tượng,Đánh giá và giá trị,False
night,Môi trường và tự nhiên,Ngày và đêm,False
nine,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
no,Ngôn ngữ hằng ngày,Câu hỏi thông dụng,False
noble,Con người,Tính cách,False
noise,"Khoa học, công nghệ và kỹ thuật",Vật lý,False
noon,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",False
nor,Ngữ pháp và hư từ,Liên từ,False
norm,Khái niệm trừu tượng,Đánh giá và giá trị,False
north,Ngôn ngữ hằng ngày,Bản đồ và khu vực thế giới,False
nose,Con người,Khuôn mặt,False
not,Ngữ pháp và hư từ,Trợ từ,False
note,Học tập và giáo dục,Kỹ năng học tập,True
note,"Nghệ thuật, thiết kế và văn hóa",Âm nhạc,True
note,Kinh doanh và tài chính,Tiền mặt và thẻ,True
notice,Dịch vụ,Dịch vụ công,False
notion,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
novel,Giải trí và thời gian rảnh,Đọc sách,True
novel,Khái niệm trừu tượng,Đánh giá và giá trị,True
now,Khái niệm trừu tượng,Thời gian và thứ tự,False
number,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
nurse,Sức khỏe,Điều dưỡng,False
nut,Thực phẩm,Hạt và trái khô,False
obey,Con người,Tính cách,False
oblige,Khái niệm trừu tượng,Khả năng và cần thiết,False
observe,Môi trường và tự nhiên,Thiên văn học,False
obsess,Con người,Cảm xúc,False
obvious,Khái niệm trừu tượng,Nhận thức và ý nghĩa,False
occasion,Giải trí và thời gian rảnh,Sự kiện và lễ hội,False
occupy,Nhà cửa,Ngôi nhà,False
occur,Khái niệm trừu tượng,Thay đổi và phát sinh,False
ocean,Môi trường và tự nhiên,Biển và đại dương,False
odd,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
of,Ngữ pháp và hư từ,Giới từ,False
off,Ngữ pháp và hư từ,Giới từ,False
offence,"Pháp luật, an toàn và khẩn cấp",Tội phạm và điều tra,False
offend,Con người,Mối quan hệ,False
office,Nghề nghiệp và công việc,Văn phòng,True
office,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính,True
often,Khái niệm trừu tượng,Thời gian và thứ tự,False
oil,Thực phẩm,Dầu ăn,False
old,Con người,Tuổi tác và các giai đoạn cuộc đời,False
on,Ngữ pháp và hư từ,Giới từ,False
one,Ngôn ngữ hằng ngày,Số đếm và số thứ tự,False
open,Mua sắm,Siêu thị,False
opera,"Nghệ thuật, thiết kế và văn hóa",Nghệ thuật biểu diễn,False
opinion,Khái niệm trừu tượng,Đánh giá và giá trị,False
oral,Sức khỏe,Nha sĩ,False
orange,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
order,Ăn uống bên ngoài,Gọi món,True
order,"Pháp luật, an toàn và khẩn cấp",Tòa án,True
order,Mua sắm,Mua sắm trực tuyến,True
organ,Con người,Nội tạng,True
organ,Giải trí và thời gian rảnh,Nhạc cụ,True
origin,Khái niệm trừu tượng,Nguyên nhân và mục đích,False
other,Ngữ pháp và hư từ,Đại từ,False
our,Ngữ pháp và hư từ,Đại từ,False
out,Ngữ pháp và hư từ,Giới từ,False
over,Ngữ pháp và hư từ,Giới từ,False
own,Nhà cửa,Ngôi nhà,False
oxygen,"Khoa học, công nghệ và kỹ thuật",Hóa học,False
pace,Thể thao,Điền kinh,False
pack,Ngôn ngữ hằng ngày,Bao bì và vật chứa,True
pack,Môi trường và tự nhiên,Động vật có vú,True
pad,Học tập và giáo dục,Đồ dùng học tập,True
pad,Thể thao,Trang thiết bị thể thao,True
page,Học tập và giáo dục,Sách giáo khoa,True
page,"Khoa học, công nghệ và kỹ thuật",Internet,True
pain,Sức khỏe,Triệu chứng,False
paint,"Nghệ thuật, thiết kế và văn hóa",Hội họa,False
pair,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
palace,"Nghệ thuật, thiết kế và văn hóa",Kiến trúc,False
pale,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
palm,Con người,Bàn tay và bàn chân,True
palm,Môi trường và tự nhiên,Cây,True
pan,Nhà cửa,Đồ nội thất,False
panel,"Khoa học, công nghệ và kỹ thuật",Điện,True
panel,Giải trí và thời gian rảnh,Trò chơi bài,True
panic,Con người,Cảm xúc,False
pant,Con người,Hệ cơ thể,False
paper,Học tập và giáo dục,Đồ dùng học tập,False
parallel,"Nghệ thuật, thiết kế và văn hóa",Hình dạng,False
parent,Con người,Gia đình,False
parish,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
park,Cộng đồng và đô thị,Công viên,True
park,Giao thông,Bãi đỗ xe,True
parliament,"Pháp luật, an toàn và khẩn cấp",Cơ quan hành chính,False
part,Khái niệm trừu tượng,Phạm vi và bộ phận,True
part,Giải trí và thời gian rảnh,Sân khấu,True
participate,Giải trí và thời gian rảnh,Sự kiện và lễ hội,False
partner,Kinh doanh và tài chính,Công ty và phòng ban,False
pass,Thể thao,Bóng đá,True
pass,Du lịch và lưu trú,Đặt vé,True
pass,Học tập và giáo dục,Bài kiểm tra,True
passion,Con người,Cảm xúc,False
passive,Con người,Tính cách,False
past,Khái niệm trừu tượng,Thời gian và thứ tự,False
pastor,"Nghệ thuật, thiết kế và văn hóa",Tôn giáo và nơi thờ tự,False
patch,Ngoại hình và trang phục,Sửa chữa quần áo,False
patent,Kinh doanh và tài chính,Hợp đồng,False
patho,Sức khỏe,Bệnh tật,False
patience,Con người,Tính cách,False
patient,Sức khỏe,Bệnh viện,True
patient,Con người,Tính cách,True
patrol,"Pháp luật, an toàn và khẩn cấp",Cảnh sát,False
patron,Kinh doanh và tài chính,Khách hàng,False
pay,Nghề nghiệp và công việc,Lương và phúc lợi,False
peace,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,False
peak,Môi trường và tự nhiên,Núi và cảnh quan,False
peasant,Nghề nghiệp và công việc,Nghề nông nghiệp,False
peculiar,Khái niệm trừu tượng,Đánh giá và giá trị,False
peer,Con người,Mối quan hệ,False
pen,Học tập và giáo dục,Đồ dùng học tập,True
pen,Nhà cửa,Ga-ra và kho,True
penny,Ngôn ngữ hằng ngày,Tiền tệ và mệnh giá,False
pension,Nghề nghiệp và công việc,Lương và phúc lợi,False
people,Con người,Cơ thể,False
pepper,Thực phẩm,Gia vị,False
perform,"Nghệ thuật, thiết kế và văn hóa",Nghệ thuật biểu diễn,False
period,Ngôn ngữ hằng ngày,"Ngày, giờ và lịch cơ bản",True
period,Sức khỏe,Sinh nở,True
permit,"Pháp luật, an toàn và khẩn cấp",Giấy tờ pháp lý,False
person,Con người,Cơ thể,False
personnel,Nghề nghiệp và công việc,Nơi làm việc,False
persuade,Con người,Mối quan hệ,False
pet,Môi trường và tự nhiên,Động vật có vú,False
petition,"Pháp luật, an toàn và khẩn cấp",Quyền công dân,False
petrol,Giao thông,Trạm xăng,False
phon,"Khoa học, công nghệ và kỹ thuật",Điện thoại thông minh,False
photo,Giải trí và thời gian rảnh,Nhiếp ảnh,False
phrase,Học tập và giáo dục,Học ngoại ngữ,False
piano,Giải trí và thời gian rảnh,Nhạc cụ,False
pick,Khái niệm trừu tượng,Đánh giá và giá trị,False
piece,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
pig,Môi trường và tự nhiên,Động vật có vú,False
pile,Ngôn ngữ hằng ngày,Từ chỉ số lượng,False
pill,Sức khỏe,Thuốc và dạng thuốc,False
pilot,Nghề nghiệp và công việc,Nghề vận tải,True
pilot,Giải trí và thời gian rảnh,Truyền hình,True
pin,Ngoại hình và trang phục,Phụ kiện,False
pink,"Nghệ thuật, thiết kế và văn hóa",Màu sắc,False
pipe,Nhà cửa,Hệ thống điện và nước,False
pirate,"Nghệ thuật, thiết kế và văn hóa",Văn hóa và lễ hội,False
pit,Môi trường và tự nhiên,Địa chất,True
