root_word,derived_word,morphology_structure,pattern_PRS,pos,IPA,ipa_status,definition_en,nghia_tieng_viet,source,vi_note,existence_note
pity,pitifulness,[pity]-ful-ness,0-1-2,noun,/pˈɪɾifəlnəs/,"generated (espeak-ng G2P, algorithmic)",pity(used to show that you are disappointed about something) + -ful(full of (adjective)) + -ness(state or quality of (noun)),"pity(sự thương hại) + -ful(đầy, có nhiều (tính từ)) + -ness(trạng thái, tính chất (danh từ))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
pity,pitilessness,[pity]-less-ness,0-1-2,noun,/pˈɪɾiləsnəs/,"generated (espeak-ng G2P, algorithmic)",mercilessness characterized by a lack of pity,"pity(sự thương hại) + -less(không có (tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
place,placeless,[place]-less,0-1-1,noun,/plˈeɪsləs/,"generated (espeak-ng G2P, algorithmic)",Having no place or office.,place(địa điểm) + -less(không có (tính từ)),"Webster's Unabridged Dictionary (1913, public domain)",công thức ghép (chưa xác thực),
place,placement,[place]-ment,0-1-1,noun,/ˈpɫeɪsmənt/,real,the act of finding somebody a suitable job or place to live,place(địa điểm) + -ment(kết quả/hành động/trạng thái (danh từ)),Oxford 5000 (verified),,
place,replace,re-[place],1-1-0,verb,/ˌɹiˈpɫeɪs/,real,to be used instead of somebody/something else; to do something instead of somebody/something else,"re-(lại, làm lại) + place(địa điểm)",Oxford 5000 (verified),,
place,unplaced,un-[place],1-1-0,adjective,/ənˈpɫeɪst/,real,not one of the first three in a race or competition,"un-(không, ngược lại (phủ định/đảo nghĩa)) + place(địa điểm)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
place,misplace,mis-[place],1-1-0,verb,/mɪsˈpɫeɪs/,real,place or position wrongly,"mis-(sai, xấu) + place(địa điểm)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
place,displace,dis-[place],1-1-0,verb,/dɪsˈpɫeɪs/,real,to take the place of somebody/something,"dis-(không, ngược lại, tách rời) + place(địa điểm)",Oxford 5000 (verified),,
place,replacement,re-[place]-ment,1-1-1,noun,/ɹɪˈpɫeɪsmənt/,real,"the act of replacing one thing with another, especially something that is newer or better","re-(lại, làm lại) + place(địa điểm) + -ment(kết quả/hành động/trạng thái (danh từ))",Oxford 5000 (verified),,
place,emplacement,en-[place]-ment,1-1-1,noun,/ɪmˈpɫeɪsmənt/,real,the act of putting something in a certain place,"en-(làm cho, đưa vào) + place(địa điểm) + -ment(kết quả/hành động/trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
place,replaceable,re-[place]-able,1-1-1,adjective,/ˌɹiˈpɫeɪsəbəɫ/,real,capable of being replaced,"re-(lại, làm lại) + place(địa điểm) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
place,misplacement,mis-[place]-ment,1-1-1,noun,/mɪsplˈeɪsmənt/,"generated (espeak-ng G2P, algorithmic)",faulty position,"mis-(sai, xấu) + place(địa điểm) + -ment(kết quả/hành động/trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
place,displacement,dis-[place]-ment,1-1-1,noun,/dɪsˈpɫeɪsmənt/,real,act of taking the place of another especially using underhanded tactics,"dis-(không, ngược lại, tách rời) + place(địa điểm) + -ment(kết quả/hành động/trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
place,irreplaceable,re-im-[place]-able,2-1-1,adjective,/ˌɪɹəˈpɫeɪsəbəɫ/,real,impossible to replace,"re-(lại, làm lại) + im-(không (biến thể của in- trước b/m/p)) + place(địa điểm) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plain,plainer,[plain]-er,0-1-1,noun,/ˈpɫeɪnɝ/,real,plain(not decorated or complicated; simple) + -er(person who does; comparative),"plain(đơn giản, đồng bằng) + -er(người làm việc gì; so sánh hơn)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
plain,plainly,[plain]-ly,0-1-1,adverb,/ˈpɫeɪnɫi/,real,in a simple manner,"plain(đơn giản, đồng bằng) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plain,plainest,[plain]-est,0-1-1,adjective,/plˈeɪnəst/,real,plain(not decorated or complicated; simple) + -est(superlative),"plain(đơn giản, đồng bằng) + -est(so sánh nhất)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
plain,plainness,[plain]-ness,0-1-1,noun,/plˈeɪnnəs/,real,an appearance that is not attractive or beautiful,"plain(đơn giản, đồng bằng) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plan,planner,[plan]-er,0-1-1,noun,/ˈpɫænɝ/,real,"a notebook for recording appointments and things to be done, etc.",plan(kế hoạch) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plane,planar,[plane]-ar,0-1-1,adjective,/ˈpɫeɪnɝ/,real,involving two dimensions,"plane(máy bay, mặt phẳng) + -ar(thuộc về (tính từ); người (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plane,planer,[plane]-er,0-1-1,noun,/ˈpɫeɪnɝ/,real,a power tool for smoothing or shaping wood,"plane(máy bay, mặt phẳng) + -er(người làm việc gì; so sánh hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plane,deplane,de-[plane],1-1-0,verb,/dɪplˈeɪn/,real,get off an airplane,"de-(xuống, loại bỏ, đảo ngược) + plane(máy bay, mặt phẳng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plane,biplane,bi-[plane],1-1-0,noun,/ˈbaɪˌpɫeɪn/,real,old fashioned airplane,"bi-(hai, đôi) + plane(máy bay, mặt phẳng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plane,enplane,en-[plane],1-1-0,verb,/ɛnplˈeɪn/,"generated (espeak-ng G2P, algorithmic)",board a plane,"en-(làm cho, đưa vào) + plane(máy bay, mặt phẳng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plane,monoplane,mono-[plane],1-1-0,noun,/ˈmɑnəˌpɫeɪn/,real,an airplane with a single wing,"mono-(một, đơn) + plane(máy bay, mặt phẳng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
planet,planetary,[planet]-ory,0-1-1,adjective,/ˈpɫænəˌtɛɹi/,real,involving the entire earth,"planet(hành tinh) + -ory(thuộc về, nơi chốn (tính từ/danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
planet,planetoid,[planet]-oid,0-1-1,noun,/plˈænɪtˌɔɪd/,real,any of numerous small celestial bodies that move around the sun,"planet(hành tinh) + -oid(giống như, có hình dạng (tính từ/danh từ, Hy Lạp))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
planet,planetaria,[planet]-aria,0-1-1,noun,/plˌænɪtˈɛɹiə/,"generated (espeak-ng G2P, algorithmic)","planet(a large round object in space that moves around a star (such as the sun) and receives light from it) + -aria(place for, collection (noun, Latin, VD: planetaria))","planet(hành tinh) + -aria(nơi chốn, tập hợp (danh từ, Latin, VD planetaria))","compositional (generated, unverified)",công thức ghép (chưa xác thực),
planet,planetarium,[planet]-ium,0-1-1,noun,/ˌpɫænəˈtɛɹiəm/,real,an apparatus or model for representing the solar systems,"planet(hành tinh) + -ium(nguyên tố hóa học / nơi chốn (danh từ, Latin))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
planet,interplanetary,inter-[planet]-ory,1-1-1,adjective,/ˌɪntɝˈpɫænəˌtɛɹi/,real,between or among planets,"inter-(giữa, liên) + planet(hành tinh) + -ory(thuộc về, nơi chốn (tính từ/danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plant,planter,[plant]-er,0-1-1,noun,/ˈpɫæntɝ/,real,a decorative pot for house plants,"plant(cây trồng, nhà máy) + -er(người làm việc gì; so sánh hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plant,plantation,[plant]-ion,0-1-1,noun,/ˌpɫænˈteɪʃən/,real,garden consisting of a small cultivated wood without undergrowth,"plant(cây trồng, nhà máy) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plant,implant,in-[plant],1-1-0,noun,/ˈɪmˌpɫænt/,real,a prosthesis placed permanently in tissue,"in-(không; vào trong) + plant(cây trồng, nhà máy)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plant,replanted,re-[plant],1-1-0,noun,/ɹiˈpɫænɪd/,real,"re-(again, back) + plant(a living thing that grows in the earth and usually has a stem, leaves and roots, especially one that is smaller than a tree or bush)","re-(lại, làm lại) + plant(cây trồng, nhà máy)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
plant,transplant,trans-[plant],1-1-0,noun,/tɹænsˈpɫænt/,real,the act of removing something from one location and introducing it in another location,"trans-(xuyên qua, chuyển đổi) + plant(cây trồng, nhà máy)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plant,implantation,in-[plant]-ion,1-1-1,noun,/ˌɪmpɫænˈteɪʃən/,real,a surgical procedure that places something in the human body,"in-(không; vào trong) + plant(cây trồng, nhà máy) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plant,transplantable,trans-[plant]-able,1-1-1,adjective,/tɹænsplˈæntəbəl/,"generated (espeak-ng G2P, algorithmic)",capable of being transplanted,"trans-(xuyên qua, chuyển đổi) + plant(cây trồng, nhà máy) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plant,transplantation,trans-[plant]-ion,1-1-1,noun,/ˌtɹænzpɫænˈteɪʃən/,real,the act of removing something from one location and introducing it in another location,"trans-(xuyên qua, chuyển đổi) + plant(cây trồng, nhà máy) + -ion(hành động, quá trình, trạng thái (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plastic,plasticity,[plastic]-ity,0-1-1,noun,/plɑːstˈɪsɪti/,real,the property of being physically malleable,"plastic(nhựa) + -ity(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plastic,plastically,[plastic]-ly,0-1-1,adverb,/plˈæstɪkli/,"generated (espeak-ng G2P, algorithmic)",in a plastic manner,plastic(nhựa) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plate,plateful,[plate]-ful,0-1-1,noun,/plˈeɪtfəl/,real,the quantity contained in a plate,"plate(đĩa) + -ful(đầy, có nhiều (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,player,[play]-er,0-1-1,noun,/ˈpɫeɪɝ/,real,a person who takes part in a game or sport,play(chơi) + -er(người làm việc gì; so sánh hơn),Oxford 5000 (verified),,
play,playful,[play]-ful,0-1-1,adjective,/ˈpɫeɪfəɫ/,real,full of fun and high spirits,"play(chơi) + -ful(đầy, có nhiều (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,playable,[play]-able,0-1-1,adjective,/plˈeɪəbəl/,real,capable of or suitable for being played or played on,play(chơi) + -able(có thể được (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,playfully,[play]-ful-ly,0-1-2,adverb,/ˈpɫeɪfəɫi/,real,in a playful manner,"play(chơi) + -ful(đầy, có nhiều (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,playfulness,[play]-ful-ness,0-1-2,noun,/ˈpɫeɪfəɫnəs/,real,activities that are enjoyable or amusing,"play(chơi) + -ful(đầy, có nhiều (tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,replay,re-[play],1-1-0,noun,/ɹiˈpɫeɪ/,real,the immediate rebroadcast of some action (especially sports action) that has been recorded on videotape,"re-(lại, làm lại) + play(chơi)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,outplay,out-[play],1-1-0,verb,/aʊtplˈeɪ/,real,excel or defeat in a game,"out-(ra ngoài, vượt trội) + play(chơi)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,overplay,over-[play],1-1-0,verb,/ˈoʊvɝˈpɫeɪ/,real,exaggerate one's acting,"over-(trên, quá mức) + play(chơi)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,foreplay,fore-[play],1-1-0,noun,/ˈfɔɹˌpɫeɪ/,real,mutual sexual fondling prior to sexual intercourse,"fore-(trước, phía trước) + play(chơi)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,interplay,inter-[play],1-1-0,noun,/ˈɪntɝˌpɫeɪ/,real,reciprocal action and reaction,"inter-(giữa, liên) + play(chơi)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
play,unplayable,un-[play]-able,1-1-1,adjective,/ʌnplˈeɪəbəl/,real,not capable of or suitable for being played or played on,"un-(không, ngược lại (phủ định/đảo nghĩa)) + play(chơi) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plead,pleader,[plead]-er,0-1-1,noun,/plˈiːdɐ/,real,a lawyer who pleads cases in court,"plead(biện hộ, van xin) + -er(người làm việc gì; so sánh hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plead,pleadingly,[plead]-ly,0-1-1,adverb,/plˈiːdɪŋli/,real,in a beseeching manner,"plead(biện hộ, van xin) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,pleasant,[please]-ant,0-1-1,adjective,/ˈpɫɛzənt/,real,"fun, attractive, or giving pleasure",please(làm hài lòng) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)),Oxford 5000 (verified),,
please,pleasure,[please]-ure,0-1-1,noun,/ˈpɫɛʒɝ/,real,a state of feeling or being happy or satisfied ,"please(làm hài lòng) + -ure(hành động, kết quả, quá trình (danh từ))",Oxford 5000 (verified),,
please,pleasance,[please]-ance,0-1-1,noun,/plˈɛzəns/,real,a fundamental feeling that is hard to define but that people desire to experience,"please(làm hài lòng) + -ance(trạng thái, tính chất, hành động (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,pleasingly,[please]-ly,0-1-1,adverb,/ˈpɫizɪŋɫi/,real,in a pleasing manner,please(làm hài lòng) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,pleasantry,[please]-ant-ory,0-1-2,noun,/ˈpɫɛzəntɹi/,real,an agreeable or amusing remark,"please(làm hài lòng) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ory(thuộc về, nơi chốn (tính từ/danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,pleasantly,[please]-ant-ly,0-1-2,adverb,/ˈpɫɛzəntɫi/,real,in an enjoyable manner,please(làm hài lòng) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,pleasurable,[please]-ure-able,0-1-2,adjective,/ˈpɫɛʒɝəbəɫ/,real,affording satisfaction or pleasure,"please(làm hài lòng) + -ure(hành động, kết quả, quá trình (danh từ)) + -able(có thể được (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,pleasantness,[please]-ant-ness,0-1-2,noun,/plˈɛzəntnəs/,real,the quality of giving pleasure,"please(làm hài lòng) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,pleasurably,[please]-ure-able-y,0-1-3,adverb,/plˈɛʒəɹəbli/,real,in a very pleasurable manner,"please(làm hài lòng) + -ure(hành động, kết quả, quá trình (danh từ)) + -able(có thể được (tính từ)) + -y(có tính chất; danh từ/tính từ)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,displease,dis-[please],1-1-0,verb,/dɪsˈpɫiz/,real,give displeasure to,"dis-(không, ngược lại, tách rời) + please(làm hài lòng)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,unpleased,un-[please],1-1-0,exclamation,/ʌnplˈiːzd/,real,"un-(not, opposite of; reverse an action) + please(used as a polite way of asking for something or telling somebody to do something)","un-(không, ngược lại (phủ định/đảo nghĩa)) + please(làm hài lòng)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
please,unpleasant,un-[please]-ant,1-1-1,adjective,/ənˈpɫɛzənt/,real,not pleasant or comfortable,"un-(không, ngược lại (phủ định/đảo nghĩa)) + please(làm hài lòng) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ))",Oxford 5000 (verified),,
please,displeasure,dis-[please]-ure,1-1-1,noun,/dɪsˈpɫɛʒɝ/,real,the feeling of being displeased or annoyed or dissatisfied with someone or something,"dis-(không, ngược lại, tách rời) + please(làm hài lòng) + -ure(hành động, kết quả, quá trình (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,displeasingly,dis-[please]-ly,1-1-1,adverb,/dɪsplˈiːzɪŋli/,"generated (espeak-ng G2P, algorithmic)",in a displeasing manner,"dis-(không, ngược lại, tách rời) + please(làm hài lòng) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,unpleasantly,un-[please]-ant-ly,1-1-2,adverb,/ənˈpɫɛzəntɫi/,real,in an unpleasant manner,"un-(không, ngược lại (phủ định/đảo nghĩa)) + please(làm hài lòng) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
please,unpleasantness,un-[please]-ant-ness,1-1-2,noun,/ənˈpɫɛzəntnəs/,real,the quality of giving displeasure,"un-(không, ngược lại (phủ định/đảo nghĩa)) + please(làm hài lòng) + -ant(người/vật thực hiện; có tính chất (danh từ/tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plenty,plenteous,[plenty]-ious,0-1-1,adjective,/plˈɛntiəs/,real,affording an abundant supply,"plenty(nhiều, dồi dào) + -ious(có tính chất (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plenty,plentiful,[plenty]-ful,0-1-1,adjective,/ˈpɫɛnəfəɫ/,real,affording an abundant supply,"plenty(nhiều, dồi dào) + -ful(đầy, có nhiều (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plenty,plenteously,[plenty]-ious-ly,0-1-2,adverb,/plˈɛntiəsli/,real,in a bountiful manner,"plenty(nhiều, dồi dào) + -ious(có tính chất (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plenty,plentifully,[plenty]-ful-ly,0-1-2,adverb,/plˈɛntɪfəli/,real,in a bountiful manner,"plenty(nhiều, dồi dào) + -ful(đầy, có nhiều (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plenty,plenteousness,[plenty]-ious-ness,0-1-2,noun,/plˈɛntiəsnəs/,"generated (espeak-ng G2P, algorithmic)",a full supply,"plenty(nhiều, dồi dào) + -ious(có tính chất (tính từ)) + -ness(trạng thái, tính chất (danh từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plot,plotter,[plot]-er,0-1-1,noun,/ˈpɫɑtɝ/,real,an instrument (usually driven by a computer) for drawing graphs or pictures,"plot(âm mưu, cốt truyện) + -er(người làm việc gì; so sánh hơn)","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plot,subplot,sub-[plot],1-1-0,noun,/ˈsəbpɫɑt/,real,"sub-(under, below) + plot(the series of events that form the story of a novel, play, film, etc.)","sub-(dưới) + plot(âm mưu, cốt truyện)","compositional (generated, unverified)",công thức ghép (chưa xác thực),
plunge,plunger,[plunge]-er,0-1-1,noun,/ˈpɫəndʒɝ/,real,mechanical device that has a plunging or thrusting motion,plunge(lao xuống) + -er(người làm việc gì; so sánh hơn),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
plus,surplus,sur-[plus],1-1-0,noun,/ˈsɝpɫəs/,real,an amount that is extra or more than you need,"sur-(trên, vượt quá (biến thể của super-)) + plus(cộng thêm)",Oxford 5000 (verified),,
pocket,pocketful,[pocket]-ful,0-1-1,noun,/ˈpɑkətˌfʊɫ/,real,the quantity a pocket will hold,"pocket(túi áo) + -ful(đầy, có nhiều (tính từ))","Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
poet,poetic,[poet]-ic,0-1-1,adjective,/poʊˈɛtɪk/,real,characterized by romantic imagery,poet(nhà thơ) + -ic(thuộc về (tính từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
poet,poetry,[poet]-ory,0-1-1,noun,/ˈpoʊətɹi/,real,poems in general; poems as a genre of literature,"poet(nhà thơ) + -ory(thuộc về, nơi chốn (tính từ/danh từ))",Oxford 5000 (verified),,
poet,poetess,[poet]-ess,0-1-1,noun,/pˈoʊɪtˌɛs/,"generated (espeak-ng G2P, algorithmic)",a woman poet,poet(nhà thơ) + -ess(giống cái (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
poet,poetics,[poet]-ics,0-1-1,noun,/poʊˈɛtɪks/,real,study of poetic works,poet(nhà thơ) + -ics(lĩnh vực nghiên cứu (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
poet,poetical,[poet]-ic-al,0-1-2,adjective,/poʊˈɛtɪkəɫ/,real,characteristic of or befitting poetry,poet(nhà thơ) + -ic(thuộc về (tính từ)) + -al(thuộc về (tính từ); hành động (danh từ)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
poet,poetically,[poet]-ic-ly,0-1-2,adverb,/poʊˈɛtɪkɫi/,real,in a poetic manner,poet(nhà thơ) + -ic(thuộc về (tính từ)) + -ly(trạng từ chỉ cách thức / tính từ (giống như)),"Wordset Dictionary (wordset.org, WordNet-based, community-edited)",chưa dịch lại theo định nghĩa Wordset mới - vẫn là công thức ghép cũ,
