word,pos,meaning_en,meaning_vi,structure,kind,base,ipa,ipa_status,meaning_vi_source,thanh_phan_1,thanh_phan_2,thanh_phan_3,thanh_phan_4,thanh_phan_5,thanh_phan_6,loai_ket_hop,so_thanh_phan,nguon,trong_morphlink,co_affix,noun_type,noun_so_nhieu,adj_so_sanh_hon,adj_so_sanh_nhat,adj_ghi_chu,verb_hien_tai_don,verb_gerund,verb_qua_khu,verb_pp,so_nhieu_bat_quy_tac,dong_tu_bat_quy_tac,multi_nghia
overdrive,noun,a high gear used at high speeds to maintain the driving speed with less output power,số cao dùng ở tốc độ cao để duy trì tốc độ với công suất thấp hơn,over-[drive],root,drive,/ˈoʊvɝˌdɹaɪv/,real,retranslated,over-,drive,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overdrives,,,,,,,,,,
overdue,adjective,past due,quá hạn,over-[due],root,due,/ˈoʊvɝˈdu/,real,retranslated,over-,due,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more overdue,most overdue,,,,,,,,
overeager,adjective,excessively eager,háo hức quá mức,over-[eager],root,eager,/ˈoʊvɝˌiɡɝ/,real,retranslated,over-,eager,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more overeager,most overeager,,,,,,,,
overeat,verb,overeat or eat immodestly,ăn quá nhiều,over-[eat],root,eat,/ˈoʊvɝˌit/,real,retranslated,over-,eat,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overeats,overeating,overate,overeaten,,,
overemphasis,noun,too much emphasis,sự nhấn mạnh quá mức,over-[emphasis],root,emphasis,/ˌəʊvəɹˈɛmfɐsˌiz/,real,retranslated,over-,emphasis,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],,,,,,,,,Từ có vẻ đã ở dạng SỐ NHIỀU sẵn (kết thúc bằng '-s'),,
overexcited,adjective,unduly excited,hào hứng quá mức,over-[excite],root,excite,/ˌoʊvɝɛkˈsaɪtɪd/,real,retranslated,over-,excite,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,more overexcited,most overexcited,,,,,,,,
overexploitation,noun,exploitation to the point of diminishing returns,sự khai thác đến mức giảm dần hiệu quả,over-[exploit]-ion,root,exploit,/ˌoʊvɚɹɛksplɔɪtˈeɪʃən/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,exploit,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],overexploitations,,,,,,,,,,
overexpose,verb,expose excessively,phơi sáng hoặc tiếp xúc quá mức,ex-over-[pose],root,pose,/ˌoʊvɝɪkˈspoʊz/,real,retranslated,over-,ex-,pose,,,,Prefix + Prefix + Root,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,overexposes,overexposing,overexposed,overexposed,,,
overfeed,verb,feed excessively,cho ăn quá nhiều,over-[feed],root,feed,/ˌoʊvɝˈfid/,real,retranslated,over-,feed,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overfeeds,overfeeding,overfed,overfed,,,
overfill,verb,fill beyond capacity,đổ đầy vượt quá dung tích,over-[fill],root,fill,/ˈoʊvɝˌfɪɫ/,real,retranslated,over-,fill,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overfills,overfilling,overfilled,overfilled,,,
overflow,noun,a large flow,"dòng chảy tràn, sự tràn ngập",over-[flow],root,flow,/ˈoʊvɝˌfɫoʊ/,real,retranslated,over-,flow,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overflows,,,,,,,,,,
overflown,verb,having flowed or spilled over the edge or brim (past participle of overflow),"đã tràn ra, chảy tràn qua bờ hoặc mép (dạng phân từ quá khứ của overflow)",over-[flow]-n,root,flow,/ˌəʊvəflˈəʊn/,real,audit-rewritten,over-,flow,-n,,,,Prefix + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
overfly,verb,fly over,bay qua phía trên,over-[fly],root,fly,/ˌoʊvɝˈfɫaɪ/,real,retranslated,over-,fly,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overflies,overflying,overflew,overflown,,,
overgenerous,adjective,very generous,rất hào phóng,over-[generous],root,generous,/ˈoʊvɝˌdʒɛnɝəs/,real,retranslated,over-,generous,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more overgenerous,most overgenerous,,,,,,,,
overgrowth,noun,a profusion of growth on or over something else,sự mọc um tùm phủ lên vật khác,over-[grow]-th,root,grow,/ˈoʊvɝɡɹoʊθ/,real,retranslated,over-,grow,-th,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],overgrowths,,,,,,,,,,
overhand,adjective,sewn together with overhand stitches (close vertical stitches that pass over and draw the two edges together),được khâu bằng mũi chỉ overhand (mũi dọc sát kéo hai mép lại),over-[hand],root,hand,/ˌəʊvəhˈænd/,real,retranslated,over-,hand,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more overhand,most overhand,,,,,,,,
overhang,noun,projection that extends beyond or hangs over something else,phần nhô ra hoặc treo che lên phía trên vật khác,over-[hang],root,hang,/ˈoʊvɝˌhæŋ/,real,retranslated,over-,hang,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overhangs,,,,,,,,,,
overhead,adverb,above the head,phía trên đầu,over-[head],root,head,/ˈoʊvɝˈhɛd/,real,retranslated,over-,head,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
overhear,verb,"hear, usually without the knowledge of the speakers","nghe lỏm, thường mà người nói không biết",over-[hear],root,hear,/ˈoʊvɝˈhiɹ/,real,retranslated,over-,hear,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overhears,overhearing,overheard,overheard,,,
overheat,verb,get excessively and undesirably hot,nóng quá mức một cách không mong muốn,over-[heat],root,heat,/ˈoʊvɝˌhit/,real,retranslated,over-,heat,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overheats,overheating,overhate,overheaten,,,
overjoy,verb,cause to feel extremely joyful or happy,làm ai đó vui mừng tột độ,over-[joy],root,joy,/ˌoʊvɚdʒˈɔɪ/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,joy,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overjoys,overjoying,overjoyed,overjoyed,,,
overkill,noun,any effort that seems to go farther than would be necessary to achieve its goal,nỗ lực vượt xa mức cần thiết để đạt mục tiêu,over-[kill],root,kill,/ˈoʊvɝˌkɪɫ/,real,retranslated,over-,kill,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overkills,,,,,,,,,,
overland,adjective,traveling or passing over land,đi hoặc đi qua đường bộ,over-[land],root,land,/ˈoʊvɝˌɫænd/,real,retranslated,over-,land,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more overland,most overland,,,,,,,,
overlap,noun,"a part or area that is shared by, or coincides with, two things; the state of partly covering or coinciding with something else",phần chung hoặc phần trùng lặp giữa hai thứ; sự chồng lấn một phần lên nhau,over-[lap],root,lap,/ˈoʊvɝˌɫæp/,real,retranslated,over-,lap,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overlaps,,,,,,,,,,
overlay,noun,a layer of decorative material (such as gold leaf or wood veneer) applied over a surface,"lớp vật liệu trang trí (như vàng lá, veneer) phủ lên bề mặt",over-[lay],root,lay,/ˈoʊvɝˌɫeɪ/,real,retranslated,over-,lay,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overlays,,,,,,,,,,
overleaf,adverb,on or to the other side of a page,ở hoặc sang mặt sau của trang,over-[leaf],root,leaf,/ˌəʊvəlˈiːf/,real,retranslated,over-,leaf,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
overleapt,verb,(past tense of overleap) to jump over something; to disregard or overlook something rashly,(quá khứ của overleap) nhảy qua; (nghĩa bóng) bỏ qua một cách vội vàng,over-[leap]-t,root,leap,/ˌoʊvɚlˈɛpt/,"generated (espeak-ng G2P, algorithmic)",audit-rewritten,over-,leap,-t,,,,Prefix + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,"nhảy qua (nghĩa đen); bỏ qua, coi nhẹ một cách vội vàng (nghĩa bóng)"
overload,noun,an excessive burden,gánh nặng hoặc tải trọng quá mức,over-[load],root,load,/ˈoʊvɝˌɫoʊd/,real,retranslated,over-,load,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overloads,,,,,,,,,,
overlong,adjective,Too long. Shak.,quá dài,over-[long],root,long,/ˌəʊvəlˈɒŋ/,real,retranslated,over-,long,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more overlong,most overlong,,,,,,,,
overlook,verb,to fail to see or notice something,không nhìn thấy hoặc không để ý đến,over-[look],root,look,/ˈoʊvɝˌɫʊk/,real,retranslated,over-,look,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overlooks,overlooking,overlooked,overlooked,,,
overlord,noun,a person who has general authority over others,người có quyền lực chung đối với người khác,over-[lord],root,lord,/ˈoʊvɝˌɫɔɹd/,real,retranslated,over-,lord,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overlords,,,,,,,,,,
overloud,adjective,Too loud; noisy.,quá ồn ào,over-[loud],root,loud,/ˌoʊvɚlˈaʊd/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,loud,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more overloud,most overloud,,,,,,,,
overly,adverb,too; very,quá; rất,[over]-ly,root,over,/ˈoʊvɝɫi/,real,retranslated,over,-ly,,,,,Root + Suffix,2,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
overlying,adjective,placed on or over something else,nằm trên hoặc phủ lên vật khác,over-[lie],root,lie,/ˌoʊvɝˈɫaɪɪŋ/,real,retranslated,over-,lie,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,more overlying,most overlying,,,,,,,,
overmaster,verb,overcome by superior force,đánh bại bằng sức mạnh vượt trội,over-[master],root,master,/ˌoʊvɚmˈæstɚ/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,master,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overmasters,overmastering,overmastered,overmastered,,,
overmuch,adverb,more than necessary,nhiều hơn mức cần thiết,over-[much],root,much,/ˌəʊvəmˈʌtʃ/,real,retranslated,over-,much,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
overnight,adverb,during or for the night,trong hoặc suốt đêm,over-[night],root,night,/ˈoʊvɝˈnaɪt/,real,retranslated,over-,night,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
overnighters,noun,"a short trip, stay, or event lasting only one night; also, a bag packed for such a trip",chuyến đi/ở lại qua đêm ngắn ngày; túi hành lý qua đêm,over-[night]-er,root,night,/ˌoʊvɝˈnaɪtɝz/,real,audit-rewritten,over-,night,-er,,,,Prefix + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],,,,,,,,,Từ có vẻ đã ở dạng SỐ NHIỀU sẵn (kết thúc bằng '-s'),,
overpaid,adjective,"paid more than is fair, necessary, or deserved",được trả lương quá cao so với công sức/giá trị công việc,over-[pay],root,pay,/ˈoʊvɝˈpeɪd/,real,audit-rewritten,over-,pay,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,N[C],overpaids,more overpaid,most overpaid,,,,,,,,
overpass,noun,bridge formed by the upper level of a crossing of two highways at different levels,cầu vượt nơi hai đường giao nhau ở các cao độ khác nhau,over-[pass],root,pass,/ˈoʊvɝˌpæs/,real,retranslated,over-,pass,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overpasses,,,,,,,,,,
overpayment,noun,the act of paying too much,việc trả tiền quá nhiều,over-[pay]-ment,root,pay,/ˈoʊvɝˌpeɪmənt/,real,retranslated,over-,pay,-ment,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],overpayments,,,,,,,,,,
overplay,verb,exaggerate one's acting,diễn xuất phóng đại quá mức,over-[play],root,play,/ˈoʊvɝˈpɫeɪ/,real,retranslated,over-,play,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overplays,overplaying,overplaid,overplaid,,,
overpower,verb,overcome by superior force,đánh bại bằng sức mạnh vượt trội,over-[power],root,power,/ˌoʊvɝˈpaʊɝ/,real,retranslated,over-,power,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overpowers,overpowering,overpowered,overpowered,,,
overpoweringly,adverb,incapable of being resisted,"một cách áp đảo, không thể chống lại",over-[power]-ly,root,power,/ˌəʊvəpˈaʊəɹɪŋli/,real,retranslated,over-,power,-ing,-ly,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,,,,,,,,,,,,
overpressure,noun,a transient air pressure greater than the surrounding atmospheric pressure,áp suất không khí tạm thời cao hơn áp suất khí quyển xung quanh,over-[press]-ure,root,press,/ˌoʊvɚpɹˈɛʃɚ/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,press,-ure,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],overpressures,,,,,,,,,,
overpriced,adjective,too costly for the value,đắt hơn giá trị thực,over-[price],root,price,/ˈoʊvɝˌpɹaɪst/,real,retranslated,over-,price,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,more overpriced,most overpriced,,,,,,,,
overprint,noun,something added by overprinting,phần được in đè thêm lên,over-[print],root,print,/ˌoʊvɚpɹˈɪnt/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,print,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overprints,,,,,,,,,,
overprotection,noun,excessive protection,sự bảo vệ quá mức,over-[protect]-ion,root,protect,/ˌoʊvɝpɹəˈtɛkʃən/,real,retranslated,over-,protect,-ion,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],overprotections,,,,,,,,,,
overprotective,adjective,overly protective,bảo vệ quá mức,over-[protect]-ive,root,protect,/ˌoʊvɝpɹəˈtɛktəv/,real,retranslated,over-,protect,-ive,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,more overprotective,most overprotective,,,,,,,,
overrate,verb,make too high an estimate of,đánh giá cao hơn thực tế,over-[rate],root,rate,/ˌoʊvɝˈɹeɪt/,real,retranslated,over-,rate,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overrates,overrating,overrated,overrated,,,
overreach,verb,beat through cleverness and wit,đánh bại bằng sự thông minh và mưu trí,over-[reach],root,reach,/ˈoʊvɝˌɹitʃ/,real,retranslated,over-,reach,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overreaches,overreaching,overreached,overreached,,,
overridden,verb,"(past participle of override) to use one's authority to disregard, cancel, or take precedence over a decision, rule, or system","(phân từ quá khứ của override) dùng quyền lực để bác bỏ, gạt bỏ hoặc thay thế quyết định/quy tắc",over-[rid]-en,root,rid,/ˈoʊvɝˈɹɪdən/,real,audit-rewritten,over-,rid,-en,,,,Prefix + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overriddens,overriddening,overriddened,overriddened,,,
override,noun,the act of nullifying,hành động hủy bỏ hoặc vô hiệu hóa,over-[ride],root,ride,/ˈoʊvɝˌɹaɪd/,real,retranslated,over-,ride,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overrides,,,,,,,,,,
overrule,verb,rule against,bác bỏ quyết định theo quyền cao hơn,over-[rule],root,rule,/ˈoʊvɝˌɹuɫ/,real,retranslated,over-,rule,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overrules,overruling,overruled,overruled,,,
overrun,noun,too much production or more than expected,sản lượng hoặc chi phí vượt quá dự kiến,over-[run],root,run,/ˈoʊvɝˌɹən/,real,retranslated,over-,run,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overruns,,,,,,,,,,
oversea,adverb,beyond or across the sea,ở bên kia biển; hải ngoại,over-[sea],root,sea,/ˌoʊvɝˈsi/,real,retranslated,over-,sea,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
oversee,verb,to watch somebody/something and make sure that a job or an activity is done correctly,giám sát để đảm bảo công việc được làm đúng,over-[see],root,see,/ˈoʊvɝˌsi/,real,retranslated,over-,see,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,oversees,overseeing,oversaw,overseen,,,
overseen,verb,"(past participle of oversee) to have supervised or watched over a task, process, or person to ensure it was done correctly","(phân từ quá khứ của oversee) đã giám sát, trông coi công việc hoặc quá trình nào đó",over-[see]-n,root,see,/ˈoʊvɝˌsin/,real,audit-rewritten,over-,see,-n,,,,Prefix + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
overseer,noun,a person who directs and manages an organization,người giám sát và quản lý một tổ chức,over-[see]-er,root,see,/ˈoʊvɝˈsiɝ/,real,retranslated,over-,see,-er,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],overseers,,,,,,,,,,
oversell,verb,"to promote or praise something too much, exaggerating its qualities; to sell more of something than is actually available",quảng cáo/thổi phồng quá mức điều gì đó; bán vượt quá số lượng có sẵn,over-[sell],root,sell,/ˈoʊvɝˌsɛɫ/,real,audit-rewritten,over-,sell,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,oversells,overselling,oversold,oversold,,,
oversexed,adjective,having excessive sexual desire or appeal,có ham muốn hoặc sức hấp dẫn tình dục quá mức,over-[sex],root,sex,/ˌəʊvəsˈɛkst/,real,retranslated,over-,sex,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,more oversexed,most oversexed,,,,,,,,
overshadow,verb,cast a shadow upon,che bóng lên; làm lu mờ,over-[shadow],root,shadow,/ˈoʊvɝˈʃædoʊ/,real,retranslated,over-,shadow,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overshadows,overshadowing,overshadowed,overshadowed,,,
overshoe,noun,footwear that protects your shoes from water or snow or cold,"giày bảo hộ mang ngoài để chống nước, tuyết hoặc lạnh",over-[shoe],root,shoe,/ˌoʊvɚʃˈuː/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,shoe,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overshoes,,,,,,,,,,
overshoot,noun,an approach that fails and gives way to another attempt,cú tiếp cận thất bại phải thử lại (hàng không),over-[shoot],root,shoot,/ˈoʊvɝˌʃut/,real,retranslated,over-,shoot,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overshoots,,,,,,,,,,
overshot,adjective,having an upper part projecting beyond the lower,có phần trên nhô ra ngoài phần dưới,over-[shot],root,shot,/ˈoʊvɝˌʃɑt/,real,retranslated,over-,shot,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more overshot,most overshot,,,,,,,,
overside,adverb,over the side of a boat,qua mạn thuyền xuống nước,over-[side],root,side,/ˌoʊvɚsˈaɪd/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,side,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,,,,,,,
oversight,noun,a mistake resulting from inattention,sai sót do thiếu chú ý,over-[sight],root,sight,/ˈoʊvɝˌsaɪt/,real,retranslated,over-,sight,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],oversights,,,,,,,,,,
oversimplification,noun,an act of excessive simplification,sự đơn giản hóa quá mức,over-[simple]-ify-ion,root,simple,/oʊvɝˈsɪmpɫɪfɪˌkeɪʃən/,real,retranslated,over-,simple,-ify,-ion,,,Prefix + Root + Suffix + Suffix,4,Đã có sẵn trong MorphLink (Word),có,có,N[C],oversimplifications,,,,,,,,,,
oversimplify,verb,to make too simple,làm đơn giản hóa quá mức,over-[simple]-ify,root,simple,/oʊvɝˈsɪmpɫɪˌfaɪ/,real,retranslated,over-,simple,-ify,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,,,,,,oversimplifies,oversimplifying,oversimplified,oversimplified,,,
oversize,adjective,larger than normal for its kind,lớn hơn kích thước bình thường của loại đó,over-[size],root,size,/ˌoʊvɝˈsaɪz/,real,retranslated,over-,size,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more oversize,most oversize,,,,,,,,
overskirt,noun,an outer skirt worn over another skirt,váy ngoài mặc phủ lên váy khác,over-[skirt],root,skirt,/ˌoʊvɚskˈɜːt/,"generated (espeak-ng G2P, algorithmic)",retranslated,over-,skirt,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overskirts,,,,,,,,,,
oversleep,verb,sleep longer than intended,ngủ lâu hơn dự định,over-[sleep],root,sleep,/ˌoʊvɝˈsɫip/,real,retranslated,over-,sleep,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,oversleeps,oversleeping,overslept,overslept,,,
oversoft,adjective,excessively soft; too soft,"quá mềm, mềm quá mức",over-[soft],root,soft,/ˌoʊvɚsˈɔft/,"generated (espeak-ng G2P, algorithmic)",audit-rewritten,over-,soft,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,more oversoft,most oversoft,,,,,,,,
oversoftness,noun,the state or quality of being excessively soft,tính chất mềm quá mức,over-[soft]-ness,root,soft,/ˌoʊvɚsˈɔftnəs/,"generated (espeak-ng G2P, algorithmic)",tu-bien-soan (API khong co),over-,soft,-ness,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[U],,,,,,,,,,,
overspill,noun,the occurrence of surplus liquid (as water) exceeding the limit or capacity,sự tràn chất lỏng dư thừa vượt giới hạn hoặc dung tích,over-[spill],root,spill,/ˌəʊvəspˈɪl/,real,retranslated,over-,spill,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overspills,,,,,,,,,,
overstate,verb,to enlarge beyond bounds or the truth,phóng đại vượt quá sự thật,over-[state],root,state,/ˈoʊvɝˌsteɪt/,real,retranslated,over-,state,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overstates,overstating,overstated,overstated,,,
overstatement,noun,making to seem more important than it really is,sự phóng đại làm việc gì có vẻ quan trọng hơn thực tế,over-[state]-ment,root,state,/ˈoʊvɝˌsteɪtmənt/,real,retranslated,over-,state,-ment,,,,Prefix + Root + Suffix,3,Đã có sẵn trong MorphLink (Word),có,có,N[C],overstatements,,,,,,,,,,
overstay,verb,stay too long,ở lại quá lâu,over-[stay],root,stay,/ˌoʊvɝˈsteɪ/,real,retranslated,over-,stay,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overstays,overstaying,overstayed,overstayed,,,
oversteer,verb,"(of a vehicle) to have a tendency to turn more sharply than the driver intends, especially when cornering","(về xe) có xu hướng rẽ gắt hơn dự định khi vào cua, thừa lái",over-[steer],root,steer,/ˌəʊvəstˈiə/,real,audit-rewritten,over-,steer,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,oversteers,oversteering,oversteered,oversteered,,,
overstep,verb,pass beyond (limits or boundaries),vượt quá giới hạn hoặc ranh giới,over-[step],root,step,/ˈoʊvɝˌstɛp/,real,retranslated,over-,step,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,oversteps,oversteping,oversteped,oversteped,,,
overstock,verb,stock excessively,dự trữ hàng quá nhiều,over-[stock],root,stock,/ˈoʊvɝˈstɑk/,real,retranslated,over-,stock,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overstocks,overstocking,overstocked,overstocked,,,
overstraining,noun,"the act or process of putting too much strain, stress, or effort on something, causing damage or exhaustion","sự gắng sức/căng thẳng quá mức, gây tổn hại",over-[strain],root,strain,/ˌoʊvɚstɹˈeɪnɪŋ/,"generated (espeak-ng G2P, algorithmic)",audit-rewritten,over-,strain,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,N[C],overstrainings,,,,,,,,,,
overstuffed,adjective,upholstered thickly and deeply,được bọc đệm dày và sâu,over-[stuff],root,stuff,/ˈoʊvɝˌstəft/,real,retranslated,over-,stuff,,,,,Prefix + Root,2,Đã có sẵn trong MorphLink (Word),có,có,,,more overstuffed,most overstuffed,,,,,,,,
oversubscribed,adjective,sold in excess of available supply especially season tickets,đăng ký hoặc bán vượt quá nguồn cung (đặc biệt vé mùa),sub-over-[script],root,script,/ˌoʊvɝsəbsˈkɹaɪbd/,real,retranslated,over-,sub-,script,,,,Prefix + Prefix + Root,3,Đã có sẵn trong MorphLink (Word),có,có,,,more oversubscribed,most oversubscribed,,,,,,,,
overtake,verb,catch up with and possibly overtake,đuổi kịp và có thể vượt qua,over-[take],root,take,/ˈoʊvɝˌteɪk/,real,retranslated,over-,take,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overtakes,overtaking,overtook,overtaken,,"past:overtook, pp:overtaken, 3rd:overtakes",
overtaken,verb,(past participle of overtake) to catch up with and pass someone or something moving in the same direction; to happen to someone suddenly and unexpectedly,(phân từ quá khứ của overtake) vượt qua xe/người đi trước; xảy đến bất ngờ với ai đó,over-[take]-en,root,take,/ˈoʊvɝˌteɪkən/,real,audit-rewritten,over-,take,-en,,,,Prefix + Root + Suffix,3,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overtakens,overtakening,overtakened,overtakened,,,"vượt qua (xe, người phía trước); xảy đến với ai đó một cách bất ngờ (vd overtaken by events)"
overtax,verb,tax excessively,đánh thuế hoặc đòi hỏi quá mức,over-[tax],root,tax,/ˈoʊvɝˌtæks/,real,retranslated,over-,tax,,,,,Prefix + Root,2,Đã có sẵn trong app (không qua pipeline affix_formation),có,có,,,,,,overtaxes,overtaxing,overtaxed,overtaxed,,,
